delta1,alpha3,kappa,B0,alpha1,alpha2,grid_shape,t_end,dt,scheme,bc,P_max,P_max_time,P_final,wall_time_s,run_status,error_message,solver_exit_code,C0,A,log10_A,P_valid
-0.5862068965517242,0.2631578947368421,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,2.5105472789210764e-10,46.0,1.0633929263423123e-10,1.59,success,,0,2.5105e-02,4.016884e-05,-4.3961,true
-0.5862068965517242,0.5263157894736842,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,2.5105472789212956e-10,46.0,1.0633929263425715e-10,1.39,success,,0,2.5105e-02,4.016884e-05,-4.3961,true
-0.5862068965517242,0.7894736842105263,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,2.510547278917896e-10,46.0,1.0633929263387008e-10,1.45,success,,0,2.5105e-02,4.016884e-05,-4.3961,true
-0.5862068965517242,1.0526315789473684,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,2.510547278917775e-10,46.0,1.063392926338544e-10,1.42,success,,0,2.5105e-02,4.016884e-05,-4.3961,true
-0.5862068965517242,1.3157894736842104,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,2.510547278917936e-10,46.0,1.0633929263387335e-10,1.63,success,,0,2.5105e-02,4.016884e-05,-4.3961,true
-0.5862068965517242,1.5789473684210527,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,2.510547278917932e-10,46.0,1.0633929263387024e-10,1.4,success,,0,2.5105e-02,4.016884e-05,-4.3961,true
-0.5862068965517242,1.8421052631578947,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,2.5105472789180055e-10,46.0,1.063392926338809e-10,1.54,success,,0,2.5105e-02,4.016884e-05,-4.3961,true
-0.5862068965517242,2.1052631578947367,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,2.510547278919184e-10,46.0,1.0633929263400776e-10,1.29,success,,0,2.5105e-02,4.016884e-05,-4.3961,true
-0.5862068965517242,2.3684210526315788,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,2.5105472789188017e-10,46.0,1.06339292633975e-10,1.43,success,,0,2.5105e-02,4.016884e-05,-4.3961,true
-0.5862068965517242,2.631578947368421,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,2.510547278918822e-10,46.0,1.063392926339738e-10,1.42,success,,0,2.5105e-02,4.016884e-05,-4.3961,true
-0.5862068965517242,2.894736842105263,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,2.510547278919025e-10,46.0,1.063392926340278e-10,1.29,success,,0,2.5105e-02,4.016884e-05,-4.3961,true
-0.5862068965517242,3.1578947368421053,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,2.5105472789186176e-10,46.0,1.0633929263394552e-10,1.43,success,,0,2.5105e-02,4.016884e-05,-4.3961,true
-0.5862068965517242,3.4210526315789473,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,2.5105472789186114e-10,46.0,1.063392926339465e-10,1.54,success,,0,2.5105e-02,4.016884e-05,-4.3961,true
-0.5862068965517242,3.6842105263157894,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,2.510547278918824e-10,46.0,1.0633929263397324e-10,1.29,success,,0,2.5105e-02,4.016884e-05,-4.3961,true
-0.5862068965517242,3.9473684210526314,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,2.51054727891828e-10,46.0,1.0633929263397253e-10,1.5,success,,0,2.5105e-02,4.016884e-05,-4.3961,true
-0.5862068965517242,4.2105263157894735,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,2.5105472789206236e-10,46.0,1.0633929263417958e-10,1.41,success,,0,2.5105e-02,4.016884e-05,-4.3961,true
-0.5862068965517242,4.473684210526316,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,2.510547278918344e-10,46.0,1.0633929263397699e-10,1.58,success,,0,2.5105e-02,4.016884e-05,-4.3961,true
-0.5862068965517242,4.7368421052631575,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,2.510547278917193e-10,46.0,1.0633929263384692e-10,1.77,success,,0,2.5105e-02,4.016884e-05,-4.3961,true
-0.5862068965517242,5.0,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,2.5105472789187826e-10,46.0,1.063392926340273e-10,1.95,success,,0,2.5105e-02,4.016884e-05,-4.3961,true
-0.5172413793103449,0.0,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,6.647629465113856e-10,49.0,5.990290875051286e-10,1.37,success,,0,6.6476e-02,1.063623e-04,-3.9732,true
-0.5172413793103449,0.2631578947368421,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,6.647629465108766e-10,49.0,5.990290875046482e-10,1.27,success,,0,6.6476e-02,1.063623e-04,-3.9732,true
-0.5172413793103449,0.5263157894736842,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,6.647629465111262e-10,49.0,5.990290875048647e-10,1.25,success,,0,6.6476e-02,1.063623e-04,-3.9732,true
-0.5172413793103449,0.7894736842105263,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,6.647629465108636e-10,49.0,5.990290875046349e-10,1.33,success,,0,6.6476e-02,1.063623e-04,-3.9732,true
-0.5172413793103449,1.0526315789473684,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,6.647629465109828e-10,49.0,5.990290875047356e-10,1.32,success,,0,6.6476e-02,1.063623e-04,-3.9732,true
-0.5172413793103449,1.3157894736842104,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,6.647629465111018e-10,49.0,5.990290875048398e-10,1.31,success,,0,6.6476e-02,1.063623e-04,-3.9732,true
-0.5172413793103449,1.5789473684210527,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,6.647629465111063e-10,49.0,5.990290875048435e-10,1.29,success,,0,6.6476e-02,1.063623e-04,-3.9732,true
-0.5172413793103449,1.8421052631578947,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,6.647629465111059e-10,49.0,5.990290875048427e-10,1.41,success,,0,6.6476e-02,1.063623e-04,-3.9732,true
-0.5172413793103449,2.1052631578947367,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,6.647629465115152e-10,49.0,5.990290875052609e-10,1.21,success,,0,6.6476e-02,1.063623e-04,-3.9732,true
-0.5172413793103449,2.3684210526315788,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,6.647629465113869e-10,49.0,5.990290875051299e-10,1.2,success,,0,6.6476e-02,1.063623e-04,-3.9732,true
-0.5172413793103449,2.631578947368421,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,6.647629465113946e-10,49.0,5.990290875051378e-10,1.46,success,,0,6.6476e-02,1.063623e-04,-3.9732,true
-0.5172413793103449,2.894736842105263,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,6.647629465112883e-10,49.0,5.9902908750503e-10,1.25,success,,0,6.6476e-02,1.063623e-04,-3.9732,true
-0.5172413793103449,3.1578947368421053,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,6.647629465110433e-10,49.0,5.990290875048177e-10,1.87,success,,0,6.6476e-02,1.063623e-04,-3.9732,true
-0.5172413793103449,3.4210526315789473,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,6.647629465110413e-10,49.0,5.99029087504816e-10,1.37,success,,0,6.6476e-02,1.063623e-04,-3.9732,true
-0.5172413793103449,3.6842105263157894,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,6.647629465110979e-10,49.0,5.990290875048518e-10,1.73,success,,0,6.6476e-02,1.063623e-04,-3.9732,true
-0.5172413793103449,3.9473684210526314,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,6.647629465111269e-10,49.0,5.990290875049031e-10,1.45,success,,0,6.6476e-02,1.063623e-04,-3.9732,true
-0.5172413793103449,4.2105263157894735,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,6.647629465111994e-10,49.0,5.990290875049574e-10,1.28,success,,0,6.6476e-02,1.063623e-04,-3.9732,true
-0.5172413793103449,4.473684210526316,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,6.647629465111289e-10,49.0,5.990290875049034e-10,1.27,success,,0,6.6476e-02,1.063623e-04,-3.9732,true
-0.5172413793103449,4.7368421052631575,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,6.647629465110755e-10,49.0,5.990290875048482e-10,1.42,success,,0,6.6476e-02,1.063623e-04,-3.9732,true
-0.5172413793103449,5.0,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,6.647629465111162e-10,49.0,5.990290875048716e-10,1.5,success,,0,6.6476e-02,1.063623e-04,-3.9732,true
-0.4482758620689655,0.0,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.5914465958403925e-09,41.5,9.613682189397014e-10,1.45,success,,0,1.5914e-01,2.546320e-04,-3.5941,true
-0.4482758620689655,0.2631578947368421,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.5914465958405962e-09,41.5,9.613682189399131e-10,1.44,success,,0,1.5914e-01,2.546320e-04,-3.5941,true
-0.4482758620689655,0.5263157894736842,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.5914465958405064e-09,41.5,9.613682189398817e-10,1.38,success,,0,1.5914e-01,2.546320e-04,-3.5941,true
-0.4482758620689655,0.7894736842105263,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.5914465958406882e-09,41.5,9.613682189399903e-10,1.27,success,,0,1.5914e-01,2.546320e-04,-3.5941,true
-0.4482758620689655,1.0526315789473684,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.5914465958404314e-09,41.5,9.61368218939764e-10,1.85,success,,0,1.5914e-01,2.546320e-04,-3.5941,true
-0.4482758620689655,1.3157894736842104,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.5914465958403652e-09,41.5,9.613682189396615e-10,1.76,success,,0,1.5914e-01,2.546320e-04,-3.5941,true
-0.4482758620689655,1.5789473684210527,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.5914465958403271e-09,41.5,9.613682189397928e-10,1.5,success,,0,1.5914e-01,2.546320e-04,-3.5941,true
-0.4482758620689655,1.8421052631578947,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.5914465958403317e-09,41.5,9.613682189398006e-10,1.55,success,,0,1.5914e-01,2.546320e-04,-3.5941,true
-0.4482758620689655,2.1052631578947367,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.591446595840071e-09,41.5,9.613682189394727e-10,1.31,success,,0,1.5914e-01,2.546320e-04,-3.5941,true
-0.4482758620689655,2.3684210526315788,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.5914465958404773e-09,41.5,9.613682189397276e-10,1.6,success,,0,1.5914e-01,2.546320e-04,-3.5941,true
-0.4482758620689655,2.631578947368421,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.5914465958404657e-09,41.5,9.61368218939705e-10,1.72,success,,0,1.5914e-01,2.546320e-04,-3.5941,true
-0.4482758620689655,2.894736842105263,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.5914465958406828e-09,41.5,9.613682189399942e-10,1.42,success,,0,1.5914e-01,2.546320e-04,-3.5941,true
-0.4482758620689655,3.1578947368421053,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.591446595840615e-09,41.5,9.613682189399808e-10,1.46,success,,0,1.5914e-01,2.546320e-04,-3.5941,true
-0.4482758620689655,3.4210526315789473,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.5914465958407101e-09,41.5,9.613682189400147e-10,2.24,success,,0,1.5914e-01,2.546320e-04,-3.5941,true
-0.4482758620689655,3.6842105263157894,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.591446595840392e-09,41.5,9.613682189397012e-10,1.46,success,,0,1.5914e-01,2.546320e-04,-3.5941,true
-0.4482758620689655,3.9473684210526314,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.5914465958404634e-09,41.5,9.61368218939703e-10,1.33,success,,0,1.5914e-01,2.546320e-04,-3.5941,true
-0.4482758620689655,4.2105263157894735,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.5914465958403164e-09,41.5,9.613682189396584e-10,1.22,success,,0,1.5914e-01,2.546320e-04,-3.5941,true
-0.4482758620689655,4.473684210526316,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.5914465958404583e-09,41.5,9.613682189397022e-10,1.29,success,,0,1.5914e-01,2.546320e-04,-3.5941,true
-0.4482758620689655,4.7368421052631575,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.591446595840679e-09,41.5,9.613682189400515e-10,1.43,success,,0,1.5914e-01,2.546320e-04,-3.5941,true
-0.4482758620689655,5.0,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.5914465958402765e-09,41.5,9.613682189395727e-10,1.72,success,,0,1.5914e-01,2.546320e-04,-3.5941,true
-0.3793103448275862,0.0,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.926029053201464e-09,46.0,1.9433285526354228e-09,1.31,success,,0,3.9260e-01,6.281660e-04,-3.2019,true
-0.3793103448275862,0.2631578947368421,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.9260290532009524e-09,46.0,1.943328552634881e-09,1.46,success,,0,3.9260e-01,6.281660e-04,-3.2019,true
-0.3793103448275862,0.5263157894736842,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.926029053200233e-09,46.0,1.943328552634657e-09,1.27,success,,0,3.9260e-01,6.281660e-04,-3.2019,true
-0.3793103448275862,0.7894736842105263,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.926029053200788e-09,46.0,1.9433285526346787e-09,1.32,success,,0,3.9260e-01,6.281660e-04,-3.2019,true
-0.3793103448275862,1.0526315789473684,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.926029053200405e-09,46.0,1.943328552634841e-09,1.5,success,,0,3.9260e-01,6.281660e-04,-3.2019,true
-0.3793103448275862,1.3157894736842104,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.926029053200244e-09,46.0,1.9433285526346576e-09,1.76,success,,0,3.9260e-01,6.281660e-04,-3.2019,true
-0.3793103448275862,1.5789473684210527,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.926029053200156e-09,46.0,1.9433285526345687e-09,1.77,success,,0,3.9260e-01,6.281660e-04,-3.2019,true
-0.3793103448275862,1.8421052631578947,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.926029053200218e-09,46.0,1.943328552634621e-09,1.65,success,,0,3.9260e-01,6.281660e-04,-3.2019,true
-0.3793103448275862,2.1052631578947367,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.926029053200549e-09,46.0,1.943328552634993e-09,1.59,success,,0,3.9260e-01,6.281660e-04,-3.2019,true
-0.3793103448275862,2.3684210526315788,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.926029053200724e-09,46.0,1.9433285526351597e-09,1.8,success,,0,3.9260e-01,6.281660e-04,-3.2019,true
-0.3793103448275862,2.631578947368421,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.926029053200661e-09,46.0,1.943328552635095e-09,1.64,success,,0,3.9260e-01,6.281660e-04,-3.2019,true
-0.3793103448275862,2.894736842105263,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.926029053200752e-09,46.0,1.943328552635095e-09,1.2,success,,0,3.9260e-01,6.281660e-04,-3.2019,true
-0.3793103448275862,3.1578947368421053,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.9260290532014264e-09,46.0,1.943328552635373e-09,1.63,success,,0,3.9260e-01,6.281660e-04,-3.2019,true
-0.3793103448275862,3.4210526315789473,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.9260290532017085e-09,46.0,1.94332855263548e-09,1.16,success,,0,3.9260e-01,6.281660e-04,-3.2019,true
-0.3793103448275862,3.6842105263157894,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.926029053200752e-09,46.0,1.9433285526352003e-09,1.51,success,,0,3.9260e-01,6.281660e-04,-3.2019,true
-0.3793103448275862,3.9473684210526314,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.9260290532002965e-09,46.0,1.9433285526347213e-09,1.82,success,,0,3.9260e-01,6.281660e-04,-3.2019,true
-0.3793103448275862,4.2105263157894735,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.926029053200754e-09,46.0,1.943328552635204e-09,1.51,success,,0,3.9260e-01,6.281660e-04,-3.2019,true
-0.3793103448275862,4.473684210526316,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.926029053201062e-09,46.0,1.9433285526350005e-09,1.65,success,,0,3.9260e-01,6.281660e-04,-3.2019,true
-0.3793103448275862,4.7368421052631575,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.926029053201607e-09,46.0,1.943328552635139e-09,1.4,success,,0,3.9260e-01,6.281660e-04,-3.2019,true
-0.3793103448275862,5.0,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.926029053200309e-09,46.0,1.9433285526347358e-09,2.06,success,,0,3.9260e-01,6.281660e-04,-3.2019,true
-0.31034482758620685,0.0,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0068273112030702e-08,39.5,3.893080773292974e-09,3.73,success,,0,1.0068e+00,1.610927e-03,-2.7929,true
-0.31034482758620685,0.2631578947368421,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0068273112030702e-08,39.5,3.89308077329299e-09,2.7,success,,0,1.0068e+00,1.610927e-03,-2.7929,true
-0.31034482758620685,0.5263157894736842,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.006827311203266e-08,39.5,3.893080773293893e-09,1.89,success,,0,1.0068e+00,1.610927e-03,-2.7929,true
-0.31034482758620685,0.7894736842105263,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0068273112030778e-08,39.5,3.8930807732930626e-09,1.61,success,,0,1.0068e+00,1.610927e-03,-2.7929,true
-0.31034482758620685,1.0526315789473684,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0068273112030228e-08,39.5,3.893080773292243e-09,1.43,success,,0,1.0068e+00,1.610927e-03,-2.7929,true
-0.31034482758620685,1.3157894736842104,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0068273112030638e-08,39.5,3.8930807732929244e-09,1.44,success,,0,1.0068e+00,1.610927e-03,-2.7929,true
-0.31034482758620685,1.5789473684210527,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0068273112030764e-08,39.5,3.89308077329314e-09,1.62,success,,0,1.0068e+00,1.610927e-03,-2.7929,true
-0.31034482758620685,1.8421052631578947,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0068273112029816e-08,39.5,3.893080773293124e-09,1.61,success,,0,1.0068e+00,1.610927e-03,-2.7929,true
-0.31034482758620685,2.1052631578947367,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0068273112029764e-08,39.5,3.8930807732930146e-09,1.79,success,,0,1.0068e+00,1.610927e-03,-2.7929,true
-0.31034482758620685,2.3684210526315788,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0068273112031164e-08,39.5,3.893080773293545e-09,1.73,success,,0,1.0068e+00,1.610927e-03,-2.7929,true
-0.31034482758620685,2.631578947368421,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0068273112030137e-08,39.5,3.893080773293474e-09,1.58,success,,0,1.0068e+00,1.610927e-03,-2.7929,true
-0.31034482758620685,2.894736842105263,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0068273112030087e-08,39.5,3.893080773293453e-09,1.49,success,,0,1.0068e+00,1.610927e-03,-2.7929,true
-0.31034482758620685,3.1578947368421053,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0068273112033649e-08,39.5,3.893080773294532e-09,1.53,success,,0,1.0068e+00,1.610927e-03,-2.7929,true
-0.31034482758620685,3.4210526315789473,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0068273112031184e-08,39.5,3.8930807732935655e-09,2.59,success,,0,1.0068e+00,1.610927e-03,-2.7929,true
-0.31034482758620685,3.6842105263157894,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0068273112031085e-08,39.5,3.893080773293517e-09,1.62,success,,0,1.0068e+00,1.610927e-03,-2.7929,true
-0.31034482758620685,3.9473684210526314,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0068273112031176e-08,39.5,3.893080773293641e-09,1.47,success,,0,1.0068e+00,1.610927e-03,-2.7929,true
-0.31034482758620685,4.2105263157894735,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0068273112031174e-08,39.5,3.89308077329364e-09,1.37,success,,0,1.0068e+00,1.610927e-03,-2.7929,true
-0.31034482758620685,4.473684210526316,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0068273112031702e-08,39.5,3.893080773293664e-09,1.55,success,,0,1.0068e+00,1.610927e-03,-2.7929,true
-0.31034482758620685,4.7368421052631575,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0068273112030613e-08,39.5,3.893080773292815e-09,1.93,success,,0,1.0068e+00,1.610927e-03,-2.7929,true
-0.31034482758620685,5.0,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.006827311203058e-08,39.5,3.893080773292803e-09,2.11,success,,0,1.0068e+00,1.610927e-03,-2.7929,true
-0.24137931034482762,0.0,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.126208633952636e-08,30.5,2.9616155408923074e-08,1.81,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
-0.24137931034482762,0.2631578947368421,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.126208633952676e-08,30.5,2.9616155408923332e-08,1.8,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
-0.24137931034482762,0.5263157894736842,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.126208633952644e-08,30.5,2.961615540892312e-08,2.04,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
-0.24137931034482762,0.7894736842105263,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.1262086339538795e-08,30.5,2.961615540893363e-08,2.42,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
-0.24137931034482762,1.0526315789473684,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.126208633952627e-08,30.5,2.9616155408922693e-08,1.48,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
-0.24137931034482762,1.3157894736842104,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.126208633952651e-08,30.5,2.9616155408922634e-08,1.48,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
-0.24137931034482762,1.5789473684210527,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.126208633952623e-08,30.5,2.9616155408922644e-08,1.58,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
-0.24137931034482762,1.8421052631578947,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.126208633952633e-08,30.5,2.9616155408923034e-08,1.41,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
-0.24137931034482762,2.1052631578947367,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.126208633952644e-08,30.5,2.9616155408923127e-08,1.47,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
-0.24137931034482762,2.3684210526315788,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.126208633953861e-08,30.5,2.9616155408934092e-08,1.77,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
-0.24137931034482762,2.631578947368421,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.126208633953863e-08,30.5,2.9616155408934135e-08,1.53,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
-0.24137931034482762,2.894736842105263,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.126208633952631e-08,30.5,2.9616155408923018e-08,1.67,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
-0.24137931034482762,3.1578947368421053,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.126208633952636e-08,30.5,2.9616155408923064e-08,2.29,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
-0.24137931034482762,3.4210526315789473,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.126208633952635e-08,30.5,2.9616155408923037e-08,1.59,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
-0.24137931034482762,3.6842105263157894,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.126208633952632e-08,30.5,2.9616155408923018e-08,1.46,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
-0.24137931034482762,3.9473684210526314,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.1262086339538775e-08,30.5,2.9616155408934446e-08,1.69,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
-0.24137931034482762,4.2105263157894735,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.126208633952644e-08,30.5,2.9616155408923127e-08,1.96,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
-0.24137931034482762,4.473684210526316,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.1262086339539066e-08,30.5,2.9616155408934436e-08,1.76,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
-0.24137931034482762,4.7368421052631575,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.126208633953819e-08,30.5,2.9616155408933963e-08,1.82,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
-0.24137931034482762,5.0,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.1262086339526433e-08,30.5,2.9616155408923186e-08,2.02,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
-0.1724137931034483,0.0,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115542013e-07,16.5,1.2874174482206398e-07,1.97,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
-0.1724137931034483,0.2631578947368421,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115542018e-07,16.5,1.2874174482206398e-07,1.85,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
-0.1724137931034483,0.5263157894736842,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115542008e-07,16.5,1.2874174482206358e-07,1.55,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
-0.1724137931034483,0.7894736842105263,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.319694611554183e-07,16.5,1.2874174482206165e-07,1.72,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
