delta1,alpha3,kappa,B0,alpha1,alpha2,grid_shape,t_end,dt,scheme,bc,P_max,P_max_time,P_final,wall_time_s,run_status,error_message,solver_exit_code,C0,A,log10_A,P_valid
-0.1724137931034483,1.0526315789473684,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115542092e-07,16.5,1.287417448220641e-07,1.61,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
-0.1724137931034483,1.3157894736842104,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115541828e-07,16.5,1.2874174482206244e-07,1.5,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
-0.1724137931034483,1.5789473684210527,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115542005e-07,16.5,1.2874174482206377e-07,1.37,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
-0.1724137931034483,1.8421052631578947,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.319694611554201e-07,16.5,1.2874174482206398e-07,1.79,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
-0.1724137931034483,2.1052631578947367,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.319694611554205e-07,16.5,1.2874174482206432e-07,1.89,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
-0.1724137931034483,2.3684210526315788,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115542045e-07,16.5,1.2874174482206385e-07,2.15,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
-0.1724137931034483,2.631578947368421,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115542008e-07,16.5,1.2874174482206358e-07,1.53,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
-0.1724137931034483,2.894736842105263,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115541822e-07,16.5,1.2874174482206175e-07,1.42,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
-0.1724137931034483,3.1578947368421053,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115542008e-07,16.5,1.2874174482206355e-07,1.95,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
-0.1724137931034483,3.4210526315789473,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115542016e-07,16.5,1.2874174482206358e-07,1.91,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
-0.1724137931034483,3.6842105263157894,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115542047e-07,16.5,1.2874174482206387e-07,1.51,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
-0.1724137931034483,3.9473684210526314,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115541886e-07,16.5,1.2874174482206228e-07,1.55,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
-0.1724137931034483,4.2105263157894735,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115542045e-07,16.5,1.2874174482206395e-07,1.42,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
-0.1724137931034483,4.473684210526316,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.31969461155419e-07,16.5,1.2874174482206236e-07,1.43,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
-0.1724137931034483,4.7368421052631575,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115542797e-07,16.5,1.287417448220711e-07,2.19,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
-0.1724137931034483,5.0,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115542087e-07,16.5,1.2874174482206485e-07,1.82,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
-0.10344827586206895,0.0,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555224056e-06,38.0,8.25339728304723e-07,1.48,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
-0.10344827586206895,0.2631578947368421,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555224058e-06,38.0,8.253397283047238e-07,1.59,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
-0.10344827586206895,0.5263157894736842,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555224058e-06,38.0,8.253397283047238e-07,1.39,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
-0.10344827586206895,0.7894736842105263,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555215181e-06,38.0,8.253397283040505e-07,2.07,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
-0.10344827586206895,1.0526315789473684,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.082387755522408e-06,38.0,8.253397283047247e-07,1.49,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
-0.10344827586206895,1.3157894736842104,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555215177e-06,38.0,8.253397283040506e-07,1.76,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
-0.10344827586206895,1.5789473684210527,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555224056e-06,38.0,8.25339728304723e-07,2.54,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
-0.10344827586206895,1.8421052631578947,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555215177e-06,38.0,8.253397283040505e-07,1.53,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
-0.10344827586206895,2.1052631578947367,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555224056e-06,38.0,8.253397283047232e-07,1.74,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
-0.10344827586206895,2.3684210526315788,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555224054e-06,38.0,8.25339728304723e-07,1.6,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
-0.10344827586206895,2.631578947368421,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555224054e-06,38.0,8.253397283047229e-07,1.71,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
-0.10344827586206895,2.894736842105263,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555215173e-06,38.0,8.253397283040502e-07,1.63,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
-0.10344827586206895,3.1578947368421053,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555224058e-06,38.0,8.253397283047236e-07,1.87,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
-0.10344827586206895,3.4210526315789473,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555215177e-06,38.0,8.253397283040506e-07,2.15,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
-0.10344827586206895,3.6842105263157894,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555224058e-06,38.0,8.253397283047236e-07,1.68,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
-0.10344827586206895,3.9473684210526314,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555215186e-06,38.0,8.25339728304052e-07,2.05,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
-0.10344827586206895,4.2105263157894735,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555224069e-06,38.0,8.253397283047236e-07,1.54,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
-0.10344827586206895,4.473684210526316,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555215183e-06,38.0,8.253397283040505e-07,1.7,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
-0.10344827586206895,4.7368421052631575,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555224069e-06,38.0,8.253397283047236e-07,1.49,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
-0.10344827586206895,5.0,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555224058e-06,38.0,8.253397283047241e-07,1.49,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
-0.034482758620689724,0.0,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.8994251181016826e-06,50.0,5.8994251181016826e-06,1.68,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
-0.034482758620689724,0.2631578947368421,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.899425118101685e-06,50.0,5.899425118101685e-06,1.62,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
-0.034482758620689724,0.5263157894736842,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.8994251181016826e-06,50.0,5.8994251181016826e-06,1.54,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
-0.034482758620689724,0.7894736842105263,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.899425118101684e-06,50.0,5.899425118101684e-06,1.22,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
-0.034482758620689724,1.0526315789473684,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.899425118101685e-06,50.0,5.899425118101685e-06,1.09,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
-0.034482758620689724,1.3157894736842104,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.89942511810168e-06,50.0,5.89942511810168e-06,1.04,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
-0.034482758620689724,1.5789473684210527,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.899425118101682e-06,50.0,5.899425118101682e-06,1.04,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
-0.034482758620689724,1.8421052631578947,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.899425118101682e-06,50.0,5.899425118101682e-06,1.08,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
-0.034482758620689724,2.1052631578947367,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.8994251181016826e-06,50.0,5.8994251181016826e-06,1.14,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
-0.034482758620689724,2.3684210526315788,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.899425118101682e-06,50.0,5.899425118101682e-06,1.13,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
-0.034482758620689724,2.631578947368421,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.899425118101682e-06,50.0,5.899425118101682e-06,1.01,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
-0.034482758620689724,2.894736842105263,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.899425118101682e-06,50.0,5.899425118101682e-06,1.02,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
-0.034482758620689724,3.1578947368421053,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.8994251181016826e-06,50.0,5.8994251181016826e-06,1.06,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
-0.034482758620689724,3.4210526315789473,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.899425118101683e-06,50.0,5.899425118101683e-06,1.68,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
-0.034482758620689724,3.6842105263157894,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.899425118101682e-06,50.0,5.899425118101682e-06,2.01,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
-0.034482758620689724,3.9473684210526314,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.8994251181016826e-06,50.0,5.8994251181016826e-06,2.03,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
-0.034482758620689724,4.2105263157894735,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.899425118101378e-06,50.0,5.899425118101378e-06,1.75,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
-0.034482758620689724,4.473684210526316,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.899425118101682e-06,50.0,5.899425118101682e-06,1.47,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
-0.034482758620689724,4.7368421052631575,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.8994251181013785e-06,50.0,5.8994251181013785e-06,1.35,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
-0.034482758620689724,5.0,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.8994251181013785e-06,50.0,5.8994251181013785e-06,1.6,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
0.034482758620689724,0.0,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.8994251181016826e-06,50.0,5.8994251181016826e-06,1.34,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
0.034482758620689724,0.2631578947368421,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.899425118101685e-06,50.0,5.899425118101685e-06,1.29,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
0.034482758620689724,0.5263157894736842,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.8994251181016826e-06,50.0,5.8994251181016826e-06,1.52,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
0.034482758620689724,0.7894736842105263,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.899425118101684e-06,50.0,5.899425118101684e-06,1.87,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
0.034482758620689724,1.0526315789473684,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.899425118101685e-06,50.0,5.899425118101685e-06,1.57,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
0.034482758620689724,1.3157894736842104,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.89942511810168e-06,50.0,5.89942511810168e-06,1.39,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
0.034482758620689724,1.5789473684210527,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.899425118101682e-06,50.0,5.899425118101682e-06,1.32,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
0.034482758620689724,1.8421052631578947,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.899425118101682e-06,50.0,5.899425118101682e-06,1.24,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
0.034482758620689724,2.1052631578947367,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.8994251181016826e-06,50.0,5.8994251181016826e-06,2.01,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
0.034482758620689724,2.3684210526315788,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.899425118101682e-06,50.0,5.899425118101682e-06,1.57,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
0.034482758620689724,2.631578947368421,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.899425118101682e-06,50.0,5.899425118101682e-06,1.79,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
0.034482758620689724,2.894736842105263,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.899425118101682e-06,50.0,5.899425118101682e-06,1.4,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
0.034482758620689724,3.1578947368421053,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.8994251181016826e-06,50.0,5.8994251181016826e-06,1.58,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
0.034482758620689724,3.4210526315789473,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.899425118101683e-06,50.0,5.899425118101683e-06,1.44,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
0.034482758620689724,3.6842105263157894,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.899425118101682e-06,50.0,5.899425118101682e-06,1.38,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
0.034482758620689724,3.9473684210526314,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.8994251181016826e-06,50.0,5.8994251181016826e-06,1.36,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
0.034482758620689724,4.2105263157894735,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.899425118101378e-06,50.0,5.899425118101378e-06,1.37,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
0.034482758620689724,4.473684210526316,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.899425118101682e-06,50.0,5.899425118101682e-06,1.35,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
0.034482758620689724,4.7368421052631575,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.8994251181013785e-06,50.0,5.8994251181013785e-06,1.58,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
0.034482758620689724,5.0,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,5.8994251181013785e-06,50.0,5.8994251181013785e-06,1.71,success,,0,5.8994e+02,9.439100e-01,-0.0251,true
0.10344827586206895,0.0,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555224056e-06,38.0,8.25339728304723e-07,1.46,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
0.10344827586206895,0.2631578947368421,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555224058e-06,38.0,8.253397283047238e-07,1.23,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
0.10344827586206895,0.5263157894736842,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555224058e-06,38.0,8.253397283047238e-07,1.42,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
0.10344827586206895,0.7894736842105263,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555215181e-06,38.0,8.253397283040505e-07,1.57,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
0.10344827586206895,1.0526315789473684,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.082387755522408e-06,38.0,8.253397283047247e-07,1.0,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
0.10344827586206895,1.3157894736842104,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555215177e-06,38.0,8.253397283040506e-07,1.02,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
0.10344827586206895,1.5789473684210527,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555224056e-06,38.0,8.25339728304723e-07,1.39,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
0.10344827586206895,1.8421052631578947,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555215177e-06,38.0,8.253397283040505e-07,1.23,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
0.10344827586206895,2.1052631578947367,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555224056e-06,38.0,8.253397283047232e-07,1.27,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
0.10344827586206895,2.3684210526315788,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555224054e-06,38.0,8.25339728304723e-07,1.09,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
0.10344827586206895,2.631578947368421,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555224054e-06,38.0,8.253397283047229e-07,1.19,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
0.10344827586206895,2.894736842105263,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555215173e-06,38.0,8.253397283040502e-07,1.02,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
0.10344827586206895,3.1578947368421053,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555224058e-06,38.0,8.253397283047236e-07,1.13,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
0.10344827586206895,3.4210526315789473,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555215177e-06,38.0,8.253397283040506e-07,0.99,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
0.10344827586206895,3.6842105263157894,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555224058e-06,38.0,8.253397283047236e-07,1.02,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
0.10344827586206895,3.9473684210526314,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555215186e-06,38.0,8.25339728304052e-07,1.01,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
0.10344827586206895,4.2105263157894735,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555224069e-06,38.0,8.253397283047236e-07,1.02,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
0.10344827586206895,4.473684210526316,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555215183e-06,38.0,8.253397283040505e-07,1.12,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
0.10344827586206895,4.7368421052631575,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555224069e-06,38.0,8.253397283047236e-07,1.4,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
0.10344827586206895,5.0,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.0823877555224058e-06,38.0,8.253397283047241e-07,1.1,success,,0,1.0824e+02,1.731824e-01,-0.7615,true
0.17241379310344818,0.0,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115531094e-07,16.5,1.2874174482195844e-07,1.12,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
0.17241379310344818,0.2631578947368421,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115531097e-07,16.5,1.2874174482195847e-07,1.09,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
0.17241379310344818,0.5263157894736842,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115531094e-07,16.5,1.2874174482195847e-07,1.24,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
0.17241379310344818,0.7894736842105263,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115531142e-07,16.5,1.2874174482195884e-07,1.4,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
0.17241379310344818,1.0526315789473684,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.319694611553109e-07,16.5,1.287417448219576e-07,1.18,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
0.17241379310344818,1.3157894736842104,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115531126e-07,16.5,1.2874174482195794e-07,1.49,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
0.17241379310344818,1.5789473684210527,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115531097e-07,16.5,1.287417448219586e-07,1.07,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
0.17241379310344818,1.8421052631578947,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115531092e-07,16.5,1.2874174482195844e-07,1.03,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
0.17241379310344818,2.1052631578947367,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115531094e-07,16.5,1.2874174482195844e-07,1.08,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
0.17241379310344818,2.3684210526315788,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115531094e-07,16.5,1.287417448219586e-07,1.02,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
0.17241379310344818,2.631578947368421,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115531092e-07,16.5,1.2874174482195855e-07,1.0,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
0.17241379310344818,2.894736842105263,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115531094e-07,16.5,1.287417448219586e-07,1.02,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
0.17241379310344818,3.1578947368421053,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115531094e-07,16.5,1.287417448219586e-07,1.0,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
0.17241379310344818,3.4210526315789473,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115531094e-07,16.5,1.287417448219586e-07,1.91,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
0.17241379310344818,3.6842105263157894,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115531094e-07,16.5,1.2874174482195858e-07,1.21,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
0.17241379310344818,3.9473684210526314,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115531092e-07,16.5,1.287417448219586e-07,1.01,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
0.17241379310344818,4.2105263157894735,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115531097e-07,16.5,1.287417448219586e-07,1.06,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
0.17241379310344818,4.473684210526316,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.319694611553114e-07,16.5,1.287417448219589e-07,1.12,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
0.17241379310344818,4.7368421052631575,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115536616e-07,16.5,1.2874174482201215e-07,1.09,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
0.17241379310344818,5.0,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,1.3196946115531028e-07,16.5,1.2874174482195802e-07,0.99,success,,0,1.3197e+01,2.111516e-02,-1.6754,true
0.24137931034482762,0.0,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.126208633952636e-08,30.5,2.9616155408923074e-08,1.32,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
0.24137931034482762,0.2631578947368421,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.126208633952676e-08,30.5,2.9616155408923332e-08,1.27,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
0.24137931034482762,0.5263157894736842,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.126208633952644e-08,30.5,2.961615540892312e-08,1.44,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
0.24137931034482762,0.7894736842105263,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.1262086339538795e-08,30.5,2.961615540893363e-08,1.13,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
0.24137931034482762,1.0526315789473684,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.126208633952627e-08,30.5,2.9616155408922693e-08,1.16,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
0.24137931034482762,1.3157894736842104,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.126208633952651e-08,30.5,2.9616155408922634e-08,1.54,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
0.24137931034482762,1.5789473684210527,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.126208633952623e-08,30.5,2.9616155408922644e-08,1.15,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
0.24137931034482762,1.8421052631578947,1.0,0.0001,0.0,-0.6,256,50.0,auto,auto,periodic,3.126208633952633e-08,30.5,2.9616155408923034e-08,1.03,success,,0,3.1262e+00,5.001944e-03,-2.3009,true
