delta1,alpha2,kappa,B0,alpha1,alpha3,grid_shape,t_end,dt,scheme,bc,error,run_status,error_message,solver_exit_code,P_max,P_max_time,P_final,wall_time_s
-1.0,-3.0,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=5.356e+00 predicts growth factor 2.00e+116 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=5.356e+00 predicts growth factor 2.00e+116 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-1.0,-2.8684210526315788,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.221e+00 predicts growth factor 1.70e+48 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.221e+00 predicts growth factor 1.70e+48 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-1.0,-2.736842105263158,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=5.132e+00 predicts growth factor 2.76e+111 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=5.132e+00 predicts growth factor 2.76e+111 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-1.0,-2.6052631578947367,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.955e+00 predicts growth factor 2.80e+42 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.955e+00 predicts growth factor 2.80e+42 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-1.0,-2.473684210526316,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.004e+00 predicts growth factor 1.70e+65 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.004e+00 predicts growth factor 1.70e+65 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-1.0,-2.3421052631578947,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.532e+00 predicts growth factor 1.88e+33 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.532e+00 predicts growth factor 1.88e+33 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-1.0,-2.2105263157894735,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.693e+00 predicts growth factor 5.68e+36 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.693e+00 predicts growth factor 5.68e+36 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-1.0,-2.0789473684210527,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.788e+00 predicts growth factor 6.56e+38 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.788e+00 predicts growth factor 6.56e+38 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-1.0,-1.9473684210526316,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.538e+00 predicts growth factor 2.51e+33 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.538e+00 predicts growth factor 2.51e+33 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-1.0,-1.8157894736842106,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=9.636e-01 predicts growth factor 8.39e+20 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=9.636e-01 predicts growth factor 8.39e+20 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-1.0,-1.6842105263157896,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.827e-01 predicts growth factor 3.03e+10 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.827e-01 predicts growth factor 3.03e+10 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-1.0,-1.5526315789473686,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.257e-01 predicts growth factor 1.75e+09 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.257e-01 predicts growth factor 1.75e+09 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-1.0,-1.4210526315789473,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.096e-01 predicts growth factor 7.84e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.096e-01 predicts growth factor 7.84e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-1.0,-1.2894736842105263,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.935e-01 predicts growth factor 3.51e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.935e-01 predicts growth factor 3.51e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-1.0,-1.1578947368421053,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.709e-01 predicts growth factor 1.13e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.709e-01 predicts growth factor 1.13e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-1.0,-1.0263157894736843,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,12265.684687790477,50.0,12265.684687790477,1.33
-1.0,-0.8947368421052633,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,248.34797372252729,50.0,248.34797372252729,1.09
-1.0,-0.763157894736842,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,5.965675054969706,50.0,5.965675054969706,1.06
-1.0,-0.6315789473684212,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,0.16343884520097868,50.0,0.16343884520097868,1.09
-1.0,-0.5,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,0.0049655246081489485,50.0,0.0049655246081489485,1.28
-0.9310344827586207,-3.0,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.764e+00 predicts growth factor 1.03e+60 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.764e+00 predicts growth factor 1.03e+60 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.9310344827586207,-2.8684210526315788,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.849e+00 predicts growth factor 1.39e+40 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.849e+00 predicts growth factor 1.39e+40 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.9310344827586207,-2.736842105263158,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.384e+00 predicts growth factor 5.75e+51 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.384e+00 predicts growth factor 5.75e+51 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.9310344827586207,-2.6052631578947367,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=5.113e+00 predicts growth factor 1.04e+111 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=5.113e+00 predicts growth factor 1.04e+111 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.9310344827586207,-2.473684210526316,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.830e+00 predicts growth factor 5.43e+39 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.830e+00 predicts growth factor 5.43e+39 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.9310344827586207,-2.3421052631578947,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.213e+00 predicts growth factor 1.13e+48 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.213e+00 predicts growth factor 1.13e+48 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.9310344827586207,-2.2105263157894735,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.930e+00 predicts growth factor 4.12e+63 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.930e+00 predicts growth factor 4.12e+63 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.9310344827586207,-2.0789473684210527,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.752e+00 predicts growth factor 2.97e+81 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.752e+00 predicts growth factor 2.97e+81 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.9310344827586207,-1.9473684210526316,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.306e+00 predicts growth factor 1.16e+50 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.306e+00 predicts growth factor 1.16e+50 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.9310344827586207,-1.8157894736842106,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.037e+00 predicts growth factor 3.32e+22 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.037e+00 predicts growth factor 3.32e+22 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.9310344827586207,-1.6842105263157896,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.636e-01 predicts growth factor 1.17e+10 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.636e-01 predicts growth factor 1.17e+10 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.9310344827586207,-1.5526315789473686,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.043e-01 predicts growth factor 6.01e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.043e-01 predicts growth factor 6.01e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.9310344827586207,-1.4210526315789473,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.864e-01 predicts growth factor 2.46e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.864e-01 predicts growth factor 2.46e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.9310344827586207,-1.2894736842105263,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.912e-01 predicts growth factor 3.13e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.912e-01 predicts growth factor 3.13e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.9310344827586207,-1.1578947368421053,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,42660.564106783626,50.0,42660.564106783626,1.87
-0.9310344827586207,-1.0263157894736843,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,448.95563139997023,50.0,448.95563139997023,1.42
-0.9310344827586207,-0.8947368421052633,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,5.995682830876924,50.0,5.995682830876924,1.44
-0.9310344827586207,-0.763157894736842,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,0.09542567508999666,50.0,0.09542567508999666,1.62
-0.9310344827586207,-0.6315789473684212,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,0.0017352009891098126,50.0,0.0017352009891098126,1.67
-0.9310344827586207,-0.5,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,3.504948230528916e-05,50.0,3.504948230528916e-05,1.47
-0.8620689655172413,-3.0,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.386e+00 predicts growth factor 6.53e+51 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.386e+00 predicts growth factor 6.53e+51 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.8620689655172413,-2.8684210526315788,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.801e+00 predicts growth factor 3.49e+82 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.801e+00 predicts growth factor 3.49e+82 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.8620689655172413,-2.736842105263158,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.997e+00 predicts growth factor 2.33e+43 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.997e+00 predicts growth factor 2.33e+43 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.8620689655172413,-2.6052631578947367,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.502e+00 predicts growth factor 2.16e+54 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.502e+00 predicts growth factor 2.16e+54 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.8620689655172413,-2.473684210526316,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.114e+00 predicts growth factor 2.11e+89 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.114e+00 predicts growth factor 2.11e+89 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.8620689655172413,-2.3421052631578947,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.645e+00 predicts growth factor 5.30e+35 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.645e+00 predicts growth factor 5.30e+35 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.8620689655172413,-2.2105263157894735,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.674e+00 predicts growth factor 2.27e+36 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.674e+00 predicts growth factor 2.27e+36 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.8620689655172413,-2.0789473684210527,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.561e+00 predicts growth factor 7.96e+33 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.561e+00 predicts growth factor 7.96e+33 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.8620689655172413,-1.9473684210526316,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.257e+00 predicts growth factor 1.97e+27 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.257e+00 predicts growth factor 1.97e+27 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.8620689655172413,-1.8157894736842106,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.156e+00 predicts growth factor 1.30e+25 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.156e+00 predicts growth factor 1.30e+25 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.8620689655172413,-1.6842105263157896,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.424e-01 predicts growth factor 4.04e+09 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.424e-01 predicts growth factor 4.04e+09 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.8620689655172413,-1.5526315789473686,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.807e-01 predicts growth factor 1.85e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.807e-01 predicts growth factor 1.85e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.8620689655172413,-1.4210526315789473,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.004e-01 predicts growth factor 4.94e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.004e-01 predicts growth factor 4.94e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.8620689655172413,-1.2894736842105263,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.714e-01 predicts growth factor 1.16e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.714e-01 predicts growth factor 1.16e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.8620689655172413,-1.1578947368421053,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1373.9133039518294,50.0,1373.9133039518294,1.34
-0.8620689655172413,-1.0263157894736843,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,8.580611219219316,50.0,8.580611219219316,1.49
-0.8620689655172413,-0.8947368421052633,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,0.06849974979208687,50.0,0.06849974979208687,1.17
-0.8620689655172413,-0.763157894736842,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,0.0006533743787098364,50.0,0.0006533743787098364,1.49
-0.8620689655172413,-0.6315789473684212,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,7.149613882501128e-06,50.0,7.149613882501128e-06,1.07
-0.8620689655172413,-0.5,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,9.059724737729343e-08,50.0,9.059724737729343e-08,1.37
-0.7931034482758621,-3.0,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.377e+00 predicts growth factor 4.18e+51 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.377e+00 predicts growth factor 4.18e+51 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.7931034482758621,-2.8684210526315788,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.188e+00 predicts growth factor 1.66e+69 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.188e+00 predicts growth factor 1.66e+69 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.7931034482758621,-2.736842105263158,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.034e+01 predicts growth factor 3.35e+224 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.034e+01 predicts growth factor 3.35e+224 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.7931034482758621,-2.6052631578947367,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.150e+00 predicts growth factor 4.93e+46 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.150e+00 predicts growth factor 4.93e+46 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.7931034482758621,-2.473684210526316,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.499e+00 predicts growth factor 1.82e+54 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.499e+00 predicts growth factor 1.82e+54 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.7931034482758621,-2.3421052631578947,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.980e+00 predicts growth factor 5.04e+64 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.980e+00 predicts growth factor 5.04e+64 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.7931034482758621,-2.2105263157894735,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.301e+00 predicts growth factor 4.78e+71 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.301e+00 predicts growth factor 4.78e+71 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.7931034482758621,-2.0789473684210527,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.643e+00 predicts growth factor 2.53e+57 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.643e+00 predicts growth factor 2.53e+57 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.7931034482758621,-1.9473684210526316,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.606e+00 predicts growth factor 7.39e+34 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.606e+00 predicts growth factor 7.39e+34 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.7931034482758621,-1.8157894736842106,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.388e+00 predicts growth factor 1.35e+30 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.388e+00 predicts growth factor 1.35e+30 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.7931034482758621,-1.6842105263157896,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.189e-01 predicts growth factor 1.25e+09 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.189e-01 predicts growth factor 1.25e+09 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.7931034482758621,-1.5526315789473686,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.171e-01 predicts growth factor 1.14e+09 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.171e-01 predicts growth factor 1.14e+09 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.7931034482758621,-1.4210526315789473,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.710e-01 predicts growth factor 1.14e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.710e-01 predicts growth factor 1.14e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.7931034482758621,-1.2894736842105263,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,9487.957123764541,50.0,9487.957123764541,1.68
