delta1,alpha2,kappa,B0,alpha1,alpha3,grid_shape,t_end,dt,scheme,bc,error,run_status,error_message,solver_exit_code,P_max,P_max_time,P_final,wall_time_s
-0.5862068965517242,-0.8947368421052633,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,3.8324637255289425e-09,44.5,2.3733774069587706e-09,1.42
-0.5862068965517242,-0.763157894736842,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.1313910968664456e-08,44.5,4.2114574096819454e-09,1.22
-0.5862068965517242,-0.6315789473684212,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,2.2063068798434265e-08,46.0,8.552676111052144e-09,1.44
-0.5862068965517242,-0.5,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,3.4967360436752734e-08,47.5,2.0794273486591545e-08,1.46
-0.5172413793103449,-3.0,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.442e+00 predicts growth factor 5.51e+74 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.442e+00 predicts growth factor 5.51e+74 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.5172413793103449,-2.8684210526315788,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.407e+00 predicts growth factor 9.38e+73 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.407e+00 predicts growth factor 9.38e+73 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.5172413793103449,-2.736842105263158,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.236e+00 predicts growth factor 1.83e+70 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.236e+00 predicts growth factor 1.83e+70 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.5172413793103449,-2.6052631578947367,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.920e+00 predicts growth factor 2.57e+63 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.920e+00 predicts growth factor 2.57e+63 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.5172413793103449,-2.473684210526316,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.502e+00 predicts growth factor 2.19e+54 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.502e+00 predicts growth factor 2.19e+54 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.5172413793103449,-2.3421052631578947,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=5.363e+00 predicts growth factor 2.88e+116 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=5.363e+00 predicts growth factor 2.88e+116 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.5172413793103449,-2.2105263157894735,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.641e+00 predicts growth factor 2.25e+57 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.641e+00 predicts growth factor 2.25e+57 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.5172413793103449,-2.0789473684210527,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.088e+00 predicts growth factor 5.77e+88 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.088e+00 predicts growth factor 5.77e+88 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.5172413793103449,-1.9473684210526316,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.551e+00 predicts growth factor 1.31e+77 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.551e+00 predicts growth factor 1.31e+77 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.5172413793103449,-1.8157894736842106,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.452e+00 predicts growth factor 4.68e+96 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.452e+00 predicts growth factor 4.68e+96 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.5172413793103449,-1.6842105263157896,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.926e-01 predicts growth factor 3.35e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.926e-01 predicts growth factor 3.35e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.5172413793103449,-1.5526315789473686,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,8013.6869459293575,50.0,8013.6869459293575,1.36
-0.5172413793103449,-1.4210526315789473,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,0.008500439595452807,50.0,0.008500439595452807,1.25
-0.5172413793103449,-1.2894736842105263,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,3.5493779247162407e-08,50.0,3.5493779247162407e-08,1.41
-0.5172413793103449,-1.1578947368421053,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,9.016465739008213e-10,43.0,7.517314677354453e-10,1.27
-0.5172413793103449,-1.0263157894736843,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,7.74990936630588e-09,44.5,3.418350351648723e-09,1.23
-0.5172413793103449,-0.8947368421052633,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,2.0125337169294766e-08,46.0,7.49456031848201e-09,1.09
-0.5172413793103449,-0.763157894736842,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,3.7415374356909344e-08,47.5,2.3138008324959542e-08,1.13
-0.5172413793103449,-0.6315789473684212,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,5.917626076322435e-08,49.0,5.2033832087092484e-08,1.35
-0.5172413793103449,-0.5,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,8.492639293225207e-08,49.5,8.377628694159344e-08,1.21
-0.4482758620689655,-3.0,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=9.119e+00 predicts growth factor 1.03e+198 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=9.119e+00 predicts growth factor 1.03e+198 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.4482758620689655,-2.8684210526315788,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=7.054e+00 predicts growth factor 1.51e+153 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=7.054e+00 predicts growth factor 1.51e+153 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.4482758620689655,-2.736842105263158,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=5.204e+00 predicts growth factor 1.03e+113 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=5.204e+00 predicts growth factor 1.03e+113 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.4482758620689655,-2.6052631578947367,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.839e+00 predicts growth factor 2.33e+83 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.839e+00 predicts growth factor 2.33e+83 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.4482758620689655,-2.473684210526316,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.863e+00 predicts growth factor 1.50e+62 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.863e+00 predicts growth factor 1.50e+62 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.4482758620689655,-2.3421052631578947,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.207e+00 predicts growth factor 2.26e+91 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.207e+00 predicts growth factor 2.26e+91 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.4482758620689655,-2.2105263157894735,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.288e+00 predicts growth factor 4.75e+49 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.288e+00 predicts growth factor 4.75e+49 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.4482758620689655,-2.0789473684210527,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.163e+00 predicts growth factor 9.29e+46 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.163e+00 predicts growth factor 9.29e+46 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.4482758620689655,-1.9473684210526316,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.688e+00 predicts growth factor 6.24e+101 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.688e+00 predicts growth factor 6.24e+101 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.4482758620689655,-1.8157894736842106,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.766e+00 predicts growth factor 2.25e+38 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.766e+00 predicts growth factor 2.25e+38 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.4482758620689655,-1.6842105263157896,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.103e-01 predicts growth factor 8.14e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.103e-01 predicts growth factor 8.14e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.4482758620689655,-1.5526315789473686,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,6.793463853158304,50.0,6.793463853158304,1.15
-0.4482758620689655,-1.4210526315789473,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,2.6996815968602434e-07,50.0,2.6996815968602434e-07,1.28
-0.4482758620689655,-1.2894736842105263,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.5809079749632004e-09,43.0,1.2091181856630632e-09,1.75
-0.4482758620689655,-1.1578947368421053,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.2940867648258905e-08,44.5,4.67615870588549e-09,1.5
-0.4482758620689655,-1.0263157894736843,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,3.322698356465434e-08,47.5,1.9228056124867638e-08,1.5
-0.4482758620689655,-0.8947368421052633,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,6.391350977480059e-08,49.0,5.706759053626946e-08,1.2
-0.4482758620689655,-0.763157894736842,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,9.853593823632131e-08,40.0,9.594708930696795e-08,2.1
-0.4482758620689655,-0.6315789473684212,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.440841844909598e-07,41.5,1.0198337480321522e-07,1.4
-0.4482758620689655,-0.5,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.9733906060746947e-07,43.0,6.55864674492059e-08,1.36
-0.3793103448275862,-3.0,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=5.851e+00 predicts growth factor 1.14e+127 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=5.851e+00 predicts growth factor 1.14e+127 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.3793103448275862,-2.8684210526315788,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.489e+00 predicts growth factor 2.93e+97 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.489e+00 predicts growth factor 2.93e+97 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.3793103448275862,-2.736842105263158,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=9.441e+00 predicts growth factor 1.01e+205 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=9.441e+00 predicts growth factor 1.01e+205 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.3793103448275862,-2.6052631578947367,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.507e+00 predicts growth factor 7.30e+97 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.507e+00 predicts growth factor 7.30e+97 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.3793103448275862,-2.473684210526316,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=8.132e+00 predicts growth factor 3.79e+176 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=8.132e+00 predicts growth factor 3.79e+176 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.3793103448275862,-2.3421052631578947,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.123e+00 predicts growth factor 6.67e+67 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.123e+00 predicts growth factor 6.67e+67 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.3793103448275862,-2.2105263157894735,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.939e+00 predicts growth factor 6.51e+63 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.939e+00 predicts growth factor 6.51e+63 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.3793103448275862,-2.0789473684210527,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.269e+00 predicts growth factor 1.90e+49 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.269e+00 predicts growth factor 1.90e+49 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.3793103448275862,-1.9473684210526316,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.217e+00 predicts growth factor 1.41e+48 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.217e+00 predicts growth factor 1.41e+48 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.3793103448275862,-1.8157894736842106,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.666e+00 predicts growth factor 1.53e+36 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.666e+00 predicts growth factor 1.53e+36 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.3793103448275862,-1.6842105263157896,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.948e-01 predicts growth factor 3.73e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.948e-01 predicts growth factor 3.73e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.3793103448275862,-1.5526315789473686,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,0.0002107914533322333,50.0,0.0002107914533322333,1.38
-0.3793103448275862,-1.4210526315789473,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.5292973963315868e-09,43.0,1.1765783391259777e-09,1.35
-0.3793103448275862,-1.2894736842105263,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,2.0261310385857172e-08,46.0,7.562958202871109e-09,1.64
-0.3793103448275862,-1.1578947368421053,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,5.5033928403929696e-08,48.0,4.77633207622316e-08,1.28
-0.3793103448275862,-1.0263157894736843,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.0761512206474022e-07,40.0,1.0043345779918895e-07,1.54
-0.3793103448275862,-0.8947368421052633,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.7688099769237892e-07,41.5,8.397361816674802e-08,1.58
-0.3793103448275862,-0.763157894736842,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,2.5547112358913904e-07,44.5,4.143796857163283e-08,1.47
-0.3793103448275862,-0.6315789473684212,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,3.6521522744650334e-07,46.0,1.4437012649859466e-07,1.11
-0.3793103448275862,-0.5,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,4.830158350083953e-07,47.5,3.816947879796908e-07,1.44
-0.31034482758620685,-3.0,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=9.572e+00 predicts growth factor 7.15e+207 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=9.572e+00 predicts growth factor 7.15e+207 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.31034482758620685,-2.8684210526315788,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=5.468e+00 predicts growth factor 5.58e+118 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=5.468e+00 predicts growth factor 5.58e+118 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.31034482758620685,-2.736842105263158,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=6.557e+00 predicts growth factor 2.39e+142 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=6.557e+00 predicts growth factor 2.39e+142 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.31034482758620685,-2.6052631578947367,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=8.167e+00 predicts growth factor 2.21e+177 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=8.167e+00 predicts growth factor 2.21e+177 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.31034482758620685,-2.473684210526316,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=9.175e+00 predicts growth factor 1.68e+199 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=9.175e+00 predicts growth factor 1.68e+199 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.31034482758620685,-2.3421052631578947,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=6.830e+00 predicts growth factor 2.08e+148 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=6.830e+00 predicts growth factor 2.08e+148 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.31034482758620685,-2.2105263157894735,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.016e+00 predicts growth factor 1.63e+87 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.016e+00 predicts growth factor 1.63e+87 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.31034482758620685,-2.0789473684210527,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.845e+00 predicts growth factor 1.62e+105 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.845e+00 predicts growth factor 1.62e+105 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.31034482758620685,-1.9473684210526316,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.714e+00 predicts growth factor 8.66e+58 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.714e+00 predicts growth factor 8.66e+58 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.31034482758620685,-1.8157894736842106,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.213e+00 predicts growth factor 1.13e+48 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.213e+00 predicts growth factor 1.13e+48 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.31034482758620685,-1.6842105263157896,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,42660.57125213152,50.0,42660.57125213152,1.24
-0.31034482758620685,-1.5526315789473686,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,6.003080652999296e-11,50.0,6.003080652999296e-11,1.22
-0.31034482758620685,-1.4210526315789473,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,2.7297774638615913e-08,46.0,1.2535761665296361e-08,1.37
-0.31034482758620685,-1.2894736842105263,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,8.979868228590832e-08,50.0,8.979868228590832e-08,1.16
-0.31034482758620685,-1.1578947368421053,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.888035610173625e-07,30.5,7.05049369726458e-08,1.17
-0.31034482758620685,-1.0263157894736843,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,3.2691631026712256e-07,44.5,9.629286342985131e-08,1.11
-0.31034482758620685,-0.8947368421052633,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,5.014101226237255e-07,48.0,4.3401809946492294e-07,1.77
-0.31034482758620685,-0.763157894736842,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,7.08654486537722e-07,36.5,6.602403988170683e-07,1.38
-0.31034482758620685,-0.6315789473684212,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,9.486452190961456e-07,38.5,4.76366867587016e-07,1.36
-0.31034482758620685,-0.5,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.2264693767608686e-06,41.5,1.5696398996459356e-07,1.26
-0.24137931034482762,-3.0,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.039e+01 predicts growth factor 1.01e+304 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.039e+01 predicts growth factor 1.01e+304 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.24137931034482762,-2.8684210526315788,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.936e+01 predicts growth factor 1.01e+304 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.936e+01 predicts growth factor 1.01e+304 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
-0.24137931034482762,-2.736842105263158,1.0,0.001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.309e+01 predicts growth factor 1.86e+284 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.309e+01 predicts growth factor 1.86e+284 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,
