sample,beta1,beta2,beta3,xi,delta1,chi,zeta1,zeta2,zeta3,beta_constraint_pass,max_excess,probe_pass
1787,-1.22314,-2.94467,-0.645931,0.131034,-0.0196674,-0.0022535,0.0370292,-0.0170147,0.033598,1,7.06905,0
1788,-1.26446,-1.51855,-0.451744,0.0454304,0.0243237,0.00445305,0.0487083,0.0105812,-0.0218019,1,9.69378,0
1789,0.995854,-2.77033,0.215176,2.62343,0.0244484,0.00801665,-0.015609,-0.0162837,0.0274035,1,0.100995,1
1790,-1.02721,-1.06209,-0.121276,2.32975,0.00231715,0.00416354,-0.0349007,0.0114192,-0.041679,0,inf,0
1791,0.781743,-2.41936,0.290975,2.12629,-0.0169938,0.00801814,-0.0471729,0.016358,-0.0353345,1,0.10101,1
1792,0.194808,-0.472028,0.512255,0.348139,-0.00718075,0.00416436,0.0419321,-0.0159493,-0.046459,0,inf,0
1793,-0.12143,-0.35275,-0.0656704,4.5256,-0.024249,0.00698025,0.00246527,0.000617713,0.0274135,0,inf,0
1794,0.864207,-2.50586,-0.837679,0.478908,-0.0129149,0.00329345,-0.0232189,0.00489523,0.0384995,1,0.100988,1
1795,-0.149921,-1.01737,0.970427,0.0870279,0.0215602,-0.00171236,-0.00271859,-0.0144071,0.0274745,1,0.214632,1
1796,-1.31642,-1.72143,-0.0889808,0.204774,0.0158024,0.00754143,-0.0430262,0.0190955,0.0481062,1,4.6529,0
1797,0.0364653,-2.55172,-0.512153,0.100005,0.00389346,-0.00819433,0.0170108,0.00309952,-0.0425981,1,3.45108,0
1798,0.772199,-1.18166,-0.586177,0.234882,0.00844295,-0.00437469,-0.00732425,-0.00661832,0.0425265,0,inf,0
1799,-0.161544,-2.61652,0.837648,0.334561,0.0043444,-0.00526278,-0.0222656,-0.014777,-0.00347019,1,2.25288,0
1800,0.955084,-2.83737,-0.225846,1.62506,-0.00121879,-0.00544918,-0.0229197,0.000945749,0.0103705,1,0.100947,1
1801,-0.126802,-0.461812,-0.266488,5.80067,0.0126899,0.00126624,-0.0312558,0.0145644,-0.0346632,1,0.101006,1
1802,0.383494,-0.447303,0.463942,0.0346184,0.0201266,0.00857084,-0.00726093,0.0128097,0.0301359,0,inf,0
1803,-1.28714,-0.973746,0.00524116,1.0806,0.00323305,0.00741213,0.0140479,0.0111024,-0.0181783,0,inf,0
1804,0.62047,-0.386341,-0.0960065,0.0343445,0.0221688,0.00524498,-0.0320288,0.000747218,0.0457123,0,inf,0
1805,-0.596605,-2.67876,-0.823738,3.51665,-0.00824981,0.0032097,0.0237483,-0.0128038,0.0250994,1,0.533938,0
1806,-1.13317,-2.34936,0.0419936,3.19884,-0.00201014,-0.00872281,0.0324252,0.0172456,-0.00105237,1,0.817157,0
1807,0.992754,-1.30114,0.364693,1.47747,0.00108833,-0.00122799,-0.00530978,-2.1768e-05,0.0127579,0,inf,0
1808,-0.618286,-2.31619,-0.955776,0.100718,-0.0105949,0.00270625,-0.00655196,-0.0130407,-0.042857,1,5.61511,0
1809,0.0254646,-2.61765,0.0627791,0.0606887,0.0159974,-0.00613539,-0.0324501,0.00331704,0.0374824,1,4.7818,0
1810,-0.92549,-0.606071,-0.204837,0.718672,0.0152074,0.00240575,0.0247365,-0.0133369,-0.0391433,0,inf,0
1811,-0.64556,-1.1837,0.0882774,8.91577,-0.0149353,0.0050096,0.0316155,0.00574655,-0.0188973,1,0.100944,1
1812,0.786504,-2.14313,-0.0289782,0.15842,-3.49203e-05,0.00814596,0.041672,0.00184174,0.0201337,1,0.101046,1
1813,0.152861,-1.8013,0.56316,1.64884,-0.0061872,-0.00756461,-0.0355177,0.00992785,-0.0236367,1,0.100896,1
1814,0.442315,-2.16008,-0.266846,0.179281,-0.0168059,0.0032316,0.0478236,-0.00670022,0.00231686,1,0.10101,1
1815,-0.254259,-2.20212,0.0936547,5.19762,-0.00724389,0.00662855,-0.0219374,-0.00225209,0.0107545,1,0.100968,1
1816,0.832903,-0.794285,-0.907152,0.108341,0.00389766,0.00132781,-0.0247471,0.0104275,0.0215167,0,inf,0
1817,-0.0382072,-2.90823,0.0837616,0.0319336,-0.0121347,-0.00362237,0.0407938,-0.00898491,-0.0364233,1,8.43831,0
1818,0.288858,-0.931652,-0.56286,0.122408,-0.00102538,0.00518342,0.0122112,0.0205505,0.00268388,1,0.319641,0
1819,0.334781,-2.49431,-0.852132,0.0589786,0.00109303,0.00416194,-0.0305314,-0.00756724,-0.0388113,1,inf,0
1820,-0.633354,-1.90612,-0.547615,0.214096,0.0120964,0.00794937,-0.0100704,-0.00192469,0.000926374,1,3.23014,0
1821,-1.20477,-1.6054,-0.223947,0.0384158,-0.021364,0.000894672,0.0375665,0.0100353,-0.0175024,1,10.4975,0
1822,0.712856,-2.97219,0.433752,0.255217,-0.0179176,-0.00867221,-0.00416043,0.0116811,0.0192326,1,0.100985,1
1823,0.886589,-2.31332,-0.240676,0.156313,0.0112607,0.00450034,-0.0477432,0.00735151,-0.046824,1,0.251748,1
1824,-0.9881,-1.36144,-0.7067,0.0940005,-0.0168611,-0.00423665,0.0317142,0.0199648,-0.0135196,1,5.4475,0
1825,-0.531372,-1.99149,-0.650217,0.262493,0.00906642,-0.00267314,0.0258051,0.00976224,0.0034456,1,2.64488,0
1826,-0.711695,-2.46802,0.00394671,0.0520976,0.0125228,-0.00140129,-0.00133863,0.00385871,0.0281664,1,8.67157,0
1827,0.790353,-0.840967,0.714867,1.11519,0.0215016,-0.00688985,-0.0472766,0.0163363,-0.0354529,0,inf,0
1828,-0.293656,-0.791111,0.67514,3.5252,-0.0121642,0.00703242,0.0446809,-0.0137199,-0.0410214,1,0.10099,1
1829,-0.283477,-2.19584,0.501332,0.877077,0.023976,0.00629605,0.000915806,0.00296886,0.0300697,1,1.00379,0
1830,0.261422,-2.48221,-0.23489,0.0504765,0.0150096,-0.0075243,-0.0257742,-0.0130771,0.0282978,1,2.52927,0
1831,0.681379,-2.01566,-0.508967,7.32611,0.024739,0.00628681,0.0416602,-0.00409716,0.0493249,1,0.100819,1
1832,0.00804579,-0.70154,-0.53515,0.0151358,-0.0129276,0.00411298,-0.00480241,-0.00368198,0.0164852,1,0.101031,1
1833,-0.530358,-2.10992,-0.985874,0.822572,0.000771213,0.00641177,0.0304768,-0.000744876,0.0210507,1,1.36366,0
1834,-0.650349,-0.405024,-0.838802,0.0642137,0.0223639,0.00496865,0.0282418,0.011656,0.00216976,0,inf,0
1835,0.0931176,-2.31989,-0.066799,0.16152,0.0182659,0.00601175,-0.0222358,0.014865,0.0468808,1,1.80006,0
1836,0.283445,-0.485109,0.60134,4.22291,0.00287771,0.0040621,0.00634589,-0.0188456,0.0359573,0,inf,0
1837,-1.07755,-1.11563,-0.770148,0.566016,0.00352217,-0.0037929,0.00277456,0.00174388,-0.04821,0,inf,0
1838,0.695162,-1.42339,-0.173865,0.0874796,-0.0196901,-0.00786962,0.0157332,-0.0109707,0.0360698,1,0.792005,0
1839,-0.805886,-1.21916,-0.905794,0.0513872,-0.0105969,-0.00299274,-0.00769287,0.00247528,-0.0324656,1,6.06491,0
1840,-0.52623,-2.76485,-0.200151,6.25538,-0.00499874,0.00465835,0.00771329,-0.00273034,0.0362584,1,0.274365,1
1841,0.168369,-1.96588,0.0450723,1.30319,-0.00584643,0.00312955,0.0404071,-0.000662652,-0.0229959,1,0.10101,1
1842,-1.21768,-2.65241,0.466253,3.31188,-0.00421002,0.00448342,0.0317163,-0.0147521,0.00353198,1,0.857767,0
1843,0.162204,-1.43627,0.0202423,1.11553,0.0196446,-0.00263313,0.00823862,0.00371728,0.0229683,1,0.100847,1
1844,-0.222197,-2.04495,0.594204,0.0942118,0.00591687,-0.0012602,-0.0385827,-0.00834002,0.0130315,1,3.56069,0
1845,-1.43276,-2.42418,0.77085,0.134224,0.00829277,-0.00822168,-0.0156729,-0.0191147,-0.0175373,1,6.88456,0
1846,0.53075,-1.24396,0.205642,3.16824,-0.000524128,0.00857627,0.00534121,1.64033e-05,0.0480396,1,0.101003,1
1847,-0.373614,-2.89722,-0.0939841,0.0808947,0.00178218,0.00257406,-0.00611414,-0.00160624,-0.0197301,1,6.46589,0
1848,0.509172,-2.83218,0.312271,0.0199007,-0.0114915,0.00245252,0.0442679,-0.00760348,-0.0230885,1,2.20568,0
1849,-0.995345,-1.41392,0.211446,0.026132,-0.0230784,-0.00250404,-0.0200802,-0.00761369,-0.00907163,1,10.8848,0
1850,0.416717,-0.330296,-0.944855,0.0625378,-0.00079761,0.00526054,0.0494026,0.0202586,-0.035543,0,inf,0
1851,0.33549,-2.0608,0.0667345,0.0800139,-0.00332645,-0.00142721,-0.0335396,-0.0100467,0.048222,1,0.145512,1
1852,-0.10101,-2.22655,0.290848,0.0123002,0.0027856,-0.00294351,0.0273099,-0.0187483,-0.00749522,1,10.208,0
1853,-0.341266,-0.367376,-0.707096,0.16514,0.0173319,0.00592494,-0.0467394,-0.00835172,0.0358689,0,inf,0
1854,-1.13136,-1.31532,-0.679668,0.137384,-0.0032486,-0.00796154,-0.00215554,-0.0164564,0.00244478,0,inf,0
1855,0.744895,-2.504,0.7523,3.6664,-0.00988178,-0.00167497,-0.0210843,-0.0124898,-0.0330181,1,0.100998,1
1856,0.711953,-0.314892,0.0908364,1.32132,-0.0216331,0.00217377,0.0389588,-0.0175703,0.00877162,0,inf,0
1857,0.233064,-2.81256,0.85845,0.0104197,-0.0133165,-0.00317128,0.0380884,-0.0117994,0.0393128,1,10.3996,0
1858,0.322835,-2.80183,-0.725461,0.566117,0.0180698,-0.00339597,0.0435918,-0.00976747,0.028396,1,0.749111,0
1859,0.542376,-1.15548,0.30315,0.635638,0.0239968,-0.00453282,-0.00137083,-0.0014331,0.0295472,1,0.100972,1
1860,-1.04462,-2.15248,0.765458,0.302504,-0.0215034,-0.00748763,0.044078,0.010367,0.0463954,1,3.67356,0
1861,0.696825,-0.657646,0.962795,2.57542,-0.0119026,0.00177942,-0.00674504,-0.000550752,0.0480806,0,inf,0
1862,-0.164837,-2.97334,0.797346,0.016276,0.0213102,-0.00400038,0.00647369,-0.00699064,-0.040661,1,13.5134,0
1863,-1.4035,-2.66131,0.391725,0.106007,0.00790374,0.00362542,0.0321538,0.0124964,0.0357512,1,7.99812,0
1864,0.245057,-2.27325,0.993686,0.565785,-0.0187533,-0.00863718,-0.0107037,0.00602361,0.00386333,1,inf,0
1865,0.875167,-0.603215,0.77882,0.0922265,0.013851,0.000357173,-0.0456138,0.0136788,0.0290619,0,inf,0
1866,0.514834,-1.62264,-0.927611,0.270252,-0.0086053,-0.00529376,0.0171762,0.0160027,-0.0221759,1,0.101019,1
1867,-0.139092,-1.49899,0.922127,0.0106673,0.00581141,-0.00541881,-0.009366,0.00190002,0.0343776,1,10.1483,0
1868,0.193504,-0.864641,0.234691,0.692617,0.0136026,0.00585907,0.0116121,0.0135552,-0.0383964,1,0.10101,1
1869,0.494655,-1.54152,-0.24337,0.377836,0.000316923,-0.00311196,-0.0261837,-0.0159003,-0.0355436,1,0.100991,1
1870,-0.0414988,-0.368291,0.323917,0.0131832,-0.00569258,0.0083441,0.0336603,0.00216364,-0.04449,0,inf,0
1871,-0.0695851,-2.31588,0.961361,0.318577,-0.02468,0.00673761,-0.0408671,0.0023498,0.0461259,1,1.72848,0
1872,0.834733,-2.7196,-0.41133,0.278962,-0.0182474,-0.0057791,-0.0267105,0.0163652,-0.00572714,1,0.100988,1
1873,-0.552732,-2.5968,0.488302,0.0247943,-0.00359395,-0.00555033,-0.0418454,0.00898861,0.0222173,1,12.1894,0
1874,0.147488,-2.5413,-0.143643,0.0794475,0.00419801,-0.00623594,0.0463508,0.00959352,-0.0154576,1,3.08043,0
1875,-0.492294,-2.26885,-0.890291,0.11212,0.00511711,0.000352763,-0.00641347,-0.00329506,0.00957112,1,4.7322,0
1876,-0.18253,-0.377795,0.78321,8.51091,0.00256963,-0.00375509,0.0387593,0.00142045,0.0274729,0,inf,0
1877,0.424959,-1.96528,-0.493535,0.0735307,-0.00276182,0.00189813,-0.0182034,0.0177205,-0.0411592,1,0.100765,1
1878,0.18858,-2.71266,-0.369021,0.216182,0.0100161,0.00843339,0.00402657,0.0144658,-0.0174796,1,1.85938,0
1879,-1.03332,-2.68471,-0.782886,0.132209,-0.0216665,-0.0078018,0.0269333,0.0183917,-0.0429244,1,6.34514,0
1880,-1.01039,-1.22236,0.38637,0.0872307,-0.00572288,0.00262835,0.0282756,0.0182806,-0.0188634,0,inf,0
1881,0.893912,-2.16648,0.222612,4.85398,-0.0104113,0.00848833,0.0172706,0.00786589,-0.0134792,1,0.101011,1
1882,-0.00417568,-2.16008,0.748936,0.0214791,-0.0199775,0.00244115,0.0198841,0.0127613,0.0157113,1,inf,0
1883,-0.818165,-2.24764,-0.128697,9.42325,0.0049777,-0.000723504,0.0361618,0.0027769,-0.00760734,1,0.100835,1
1884,0.868139,-2.51366,0.239495,0.805012,-0.0092526,-0.00224829,-0.0437579,-0.0181982,-0.048539,1,0.10099,1
1885,0.0953818,-2.0271,0.522888,2.1046,-0.00246447,0.00790669,-0.0416511,0.0107876,0.0395278,1,inf,0
1886,-0.494789,-0.679344,-0.950174,0.318377,-0.0105621,0.00130548,-0.0110373,0.00578881,0.0386843,0,inf,0
1887,0.247867,-1.44544,0.649411,0.164397,0.00153937,-0.00605443,0.0338485,-0.00257079,0.0280431,1,0.101039,1
1888,0.237251,-2.77919,-0.809292,0.985264,0.0135223,-0.00493888,-0.0159844,-0.0204653,0.0398566,1,0.588972,0
1889,-1.06395,-1.04933,0.118455,0.270365,-0.0228485,0.00716448,-0.00280158,0.00274382,0.0262362,0,inf,0
1890,0.0720442,-1.31241,-0.614485,0.505572,0.0244619,0.00792059,0.0101499,-0.015202,-0.045499,1,0.100985,1
1891,-0.432751,-0.784969,-0.0205348,0.588449,-0.0110452,-0.000267809,-0.00333573,-0.00271888,0.0305642,1,0.100985,1
1892,0.223488,-0.647889,0.931602,7.91509,-0.00895278,0.00733595,0.046149,-0.01166,-0.0330978,0,inf,0
1893,0.266706,-1.47105,0.781062,0.0966567,0.00225365,-0.00227741,0.01509,-0.00122429,-0.00915481,1,0.101054,1
1894,-0.589827,-1.0728,0.894233,1.77367,0.0218028,0.00172639,-0.0110218,-0.00383639,-0.0449718,1,inf,0
1895,-0.537726,-1.06442,-0.802078,5.36721,-0.0207276,0.00854805,-0.0287716,-0.00372615,-0.0112826,1,0.191991,1
1896,-1.08993,-1.30662,-0.452159,0.109503,0.0223651,0.00348773,-0.0279637,0.0117328,-0.0149498,0,inf,0
1897,-1.19602,-0.764475,0.884521,0.280832,0.0129207,0.000453497,-0.0340507,-0.0183265,0.0423822,0,inf,0
1898,0.26788,-1.15327,0.789245,0.0181619,0.00482015,-0.00410938,0.0467749,0.0109751,-0.00920554,1,2.46773,0
1899,0.0860574,-0.94358,0.873246,0.0502282,-0.0180955,-0.00812302,-0.0485872,0.00499067,0.0202387,1,1.58469,0
1900,0.46631,-2.81315,-0.555673,1.15259,0.00437421,-0.00743849,-0.0238578,-0.0106343,0.0438542,1,0.466698,0
1901,-0.0230964,-0.794367,0.529955,2.10345,-0.0181107,-0.00592587,0.0320987,-0.00858213,0.00401284,1,0.101037,1
1902,-0.0851352,-0.852433,0.616546,0.0287899,-0.0159047,0.00366573,0.0100783,-0.00571665,0.026521,1,1.44803,0
1903,-0.791737,-1.87923,-0.442502,0.352313,0.00548699,-0.0010915,0.0338703,-0.0153663,0.0053241,1,2.69482,0
1904,-1.05365,-1.05762,-0.225352,0.886427,-0.0199265,-0.00594825,-0.0428212,-0.00693648,-0.00972782,0,inf,0
1905,-0.0877749,-2.4145,-0.955027,0.766505,-0.0144862,0.00735582,-0.0210573,0.00715543,0.0220732,1,1.05513,0
1906,-0.179866,-1.37755,-0.180027,0.244004,-0.0106938,-0.00394253,-0.0452004,0.0118198,-0.0141666,1,0.100985,1
1907,-0.919067,-1.84132,0.995201,0.0550947,0.0224528,0.00105805,0.0471245,0.0140241,-0.0238515,1,8.00872,0
1908,-0.589463,-0.833117,-0.881059,0.557321,-0.00992747,-0.00337504,-0.0382105,0.010073,-0.0402264,0,inf,0
1909,0.29188,-1.1811,0.249299,0.113354,-0.0182759,-0.00300571,-0.0326972,-0.0132809,-0.0413831,1,0.189355,1
1910,-1.23053,-1.2138,0.878498,0.117726,-0.0132145,0.00111265,0.0125081,0.0159246,-0.00108694,0,inf,0
1911,-0.121695,-2.07844,0.308374,1.1721,-0.0196804,-0.00756064,0.0113922,-0.0201674,0.0367224,1,0.520663,0
1912,0.449657,-0.364807,0.381105,4.73195,-0.00922744,-0.00318911,0.0483783,-0.00500231,-0.0362301,0,inf,0
1913,-0.20457,-1.87356,0.858138,0.242496,0.0110337,0.00471016,-0.00234963,0.00695885,-0.0410964,1,1.70716,0
1914,-0.183576,-1.88897,-0.217552,0.0592706,-0.0126823,0.00398992,0.000694473,0.0137897,0.00517942,1,3.78913,0
1915,0.840662,-1.24839,0.977591,0.10024,-0.0199276,0.00718062,0.0275152,0.01165,-0.00872679,0,inf,0
1916,0.870799,-2.86468,-0.422211,0.0621692,-0.0141473,-0.00339992,0.0160436,-0.0119265,-0.0110468,1,0.100843,1
1917,-1.02215,-1.70936,0.920365,0.958958,0.0246891,-0.00724556,-0.0143364,-0.0158948,0.0312219,1,1.59075,0
1918,0.508698,-2.61332,0.0856318,0.011805,-0.0204527,-0.0021769,-0.0358878,-0.00737952,-0.0414984,1,0.487713,0
1919,-1.19288,-1.48859,0.687576,0.011123,-0.019529,-0.00252206,0.0143885,0.00100077,-0.0276478,1,inf,0
1920,0.347466,-0.577598,0.761016,3.56439,0.0241426,-0.00373531,-0.0205358,-0.00833762,-0.0166942,0,inf,0
1921,0.134836,-1.83716,-0.314496,0.749128,-0.00291739,0.000599138,0.00161631,0.0194536,0.0188747,1,0.100985,1
1922,-0.960881,-1.55313,-0.429946,2.16694,-0.00616163,0.00837741,-0.0337862,0.0066053,0.00136874,1,0.744388,0
1923,-1.1263,-2.56789,-0.0311738,1.15224,-0.0194227,-0.00451198,-0.0116248,0.00782422,0.012921,1,1.85921,0
1924,0.603767,-0.785852,-0.341284,3.40623,-0.0163596,0.005511,0.000992903,0.0191688,0.0070155,0,inf,0
1925,0.866703,-0.964149,-0.218104,0.833209,-0.0224309,-0.00153869,-0.0418755,0.000300659,0.0202609,0,inf,0
1926,-0.0476503,-2.36383,-0.991523,0.502745,-0.0016059,0.00754978,-0.0287135,-0.00312642,-0.0147177,1,1.20974,0
1927,-0.571056,-1.2617,-0.377435,0.0737721,0.0105931,-0.00725269,0.0224263,0.000140139,-0.0428978,1,3.85932,0
1928,-1.15623,-0.988478,0.190022,1.06781,0.0216259,0.00538952,-0.0283863,-0.0078477,-0.023822,0,inf,0
1929,-1.04866,-0.543521,-0.490622,0.0117808,-0.00927108,0.0059223,-0.0146365,0.00135516,0.0296339,0,inf,0
1930,0.431199,-2.42177,0.498557,0.130747,0.00963247,0.00299452,0.0399264,0.0147469,-0.0369468,1,0.100991,1
1931,0.122038,-1.36055,-0.699966,0.0704779,-0.00018503,0.00725466,-0.0323979,0.00259968,-0.0148944,1,0.100908,1
1932,-1.05894,-1.64267,0.0765629,0.790449,0.0052421,-0.00688588,-0.0275808,-0.0135549,0.0220042,1,1.75343,0
1933,0.206545,-1.09295,-0.839336,0.0214404,-0.0139674,-0.00566969,0.00195858,-0.0144526,0.0247617,1,1.15374,0
1934,0.585562,-1.62671,-0.531729,0.332527,-0.0169647,-0.00622438,0.0300527,-0.0104384,0.00184466,1,0.10091,1
1935,-0.104587,-1.64627,-0.135357,0.0516108,-0.0112984,0.00174616,-0.0210407,-0.0125988,-0.0484576,1,inf,0
1936,-0.0274054,-2.77129,-0.0700201,0.34601,0.0209896,0.00600101,-0.019117,-0.0136197,-0.0378551,1,2.11457,0
1937,-1.09274,-2.76004,-0.897037,8.44531,-0.0201829,-0.00789585,0.0187899,0.000776002,0.0494163,1,0.354394,0
1938,-0.230583,-2.32777,0.221515,1.19428,0.00567083,0.00813581,0.0473531,0.00863591,-0.0139706,1,0.770315,0
1939,0.322263,-2.69426,0.594459,8.70934,0.00707846,0.00593291,0.0244755,-0.0149177,-0.0297545,1,inf,0
1940,-1.03914,-2.02693,-0.264806,3.91165,-0.00591285,0.00635168,0.0215939,0.0134638,-0.0317753,1,0.486,0
1941,0.31928,-2.96354,0.491544,0.0693854,0.0166745,0.00621163,-0.00476019,-0.00587839,0.0279535,1,3.67858,0
1942,0.559208,-2.80426,0.229855,8.61471,0.0142367,0.00689171,0.0374121,0.0169996,0.0149782,1,0.100995,1
1943,-1.19407,-2.7317,0.504919,1.55079,0.00310135,-0.00768459,-0.0430965,0.0186853,-0.0152982,1,1.55068,0
1944,0.415883,-1.70761,-0.598181,0.167102,-0.0143397,0.00447659,-0.04856,0.0128895,-0.0433199,1,0.100909,1
1945,-1.01447,-2.78002,-0.137729,0.0338654,0.0030104,-0.00481928,-0.0174035,-0.00851151,-0.0413921,1,13.0728,0
1946,0.0925811,-0.494159,-0.791111,5.10065,-0.0167962,0.000399152,-0.0033157,-0.00738754,-0.0298288,0,inf,0
1947,-0.672078,-2.85968,0.12094,0.0158268,0.0212307,-0.00373339,-0.00978328,-0.00351173,0.0453874,1,17.1023,0
1948,0.327574,-2.44064,-0.0866769,0.012176,-0.0189494,0.00368602,0.00381428,-0.0190763,0.0362353,1,inf,0
1949,-0.138402,-1.83618,0.982156,0.0466698,0.0118769,0.00889264,-0.0262688,-0.0147491,-0.00410582,1,3.60662,0
1950,0.644291,-0.609042,-0.0448104,0.235389,-0.0117948,-0.00879685,0.0283486,0.000324135,0.0117584,0,inf,0
1951,-0.457886,-0.887853,-0.825945,0.0106971,0.0103684,-0.00822294,0.0117962,-0.0107725,-0.0307408,1,13.95,0
1952,0.241025,-2.2478,-0.730884,0.422274,-0.0145165,-0.00284019,0.0102435,-0.00908691,-0.0366591,1,inf,0
1953,-1.32632,-1.37675,-0.0979049,0.107214,-0.00998737,-0.00716672,0.00947924,-0.0112706,-0.00729145,0,inf,0
1954,0.681675,-1.08462,-0.787163,0.0107578,0.00676675,-0.000619747,0.0106657,0.00455708,-0.0483432,0,inf,0
1955,-1.30855,-1.76656,0.402603,0.191345,-0.0144505,-0.00347056,-0.00627323,0.000848267,0.0356628,1,4.86488,0
1956,-1.23928,-0.746152,-0.0548229,0.0175313,-0.0122526,0.0042842,-0.0425038,-0.0128626,-0.0218533,0,inf,0
1957,-0.579581,-1.76046,-0.372581,0.0186624,-0.00482361,0.00568703,0.0425677,0.0161143,0.00923373,1,10.8695,0
1958,0.251044,-2.62992,-0.992335,0.0848733,0.000281171,0.00693715,0.0433802,0.0153301,-0.0318924,1,2.48114,0
1959,-0.717471,-2.98792,0.623216,0.0275846,0.0148308,0.00545497,-0.0373417,-0.00765224,-0.0279926,1,13.5662,0
1960,0.487643,-2.11848,0.430675,0.0864684,-0.024661,0.0040337,0.0430501,-0.0109008,0.000467681,1,0.149846,1
1961,-0.428019,-1.59079,0.786548,0.141435,-0.0150937,-0.00521911,0.0105619,-0.014515,0.00126842,1,2.62644,0
1962,0.556815,-0.826856,-0.839011,3.15779,-0.0205837,0.00596632,0.0120213,-0.0174275,-0.00836163,0,inf,0
1963,0.900243,-0.650406,-0.897196,0.302727,0.0129396,-9.81095e-05,0.0228197,-0.00741279,-0.0308861,0,inf,0
1964,-1.19619,-1.1402,-0.210997,0.286741,0.0243387,-0.00612853,-0.0255131,0.0122793,-0.012155,0,inf,0
1965,0.714542,-2.54602,0.592037,6.11191,-0.0142168,0.00177222,0.0410461,0.0118223,0.0396577,1,0.100986,1
1966,0.321206,-2.27867,0.955455,1.84514,0.00951479,-0.00635634,0.0399205,0.0194603,0.0282966,1,0.100986,1
1967,-0.173869,-0.37577,-0.502383,0.066263,-0.00471999,-0.00629244,-0.0338408,-0.00766687,0.0227462,0,inf,0
1968,-0.0544059,-2.45628,-0.243892,0.183489,0.0193925,0.00882595,-0.0289007,-0.0082702,-0.0362937,1,2.61578,0
1969,-1.28585,-0.34201,0.714669,6.513,0.0111382,0.00303621,-0.0205995,-0.0125616,-0.000239557,0,inf,0
1970,-0.813019,-2.08489,-0.558905,0.11045,-0.0148124,-0.000934912,0.0102981,0.0153641,-0.00311156,1,5.59081,0
1971,0.158314,-2.89107,0.529792,0.65579,-0.0215026,0.00735769,-0.0268259,0.0123118,-0.0290786,1,1.14152,0
1972,-0.332109,-2.71584,0.0168648,0.0100433,-0.0118488,0.00222964,-0.0345195,0.00589322,0.0429269,1,17.6856,0
1973,0.172917,-1.54281,0.0328274,0.747298,-0.00927671,0.00629241,0.0350436,-0.0182484,-0.0328744,1,0.10099,1
1974,0.140906,-0.832368,-0.787241,0.186413,0.0236821,-0.000184394,-0.0332103,0.0196936,-0.0328325,1,0.113485,1
1975,-0.511509,-2.44146,-0.559311,0.0475124,-0.00338604,0.00763286,0.0112263,0.00115174,0.0056187,1,8.08339,0
1976,-0.934917,-2.44211,0.0415125,0.81932,0.00890151,-0.00334582,-0.0347787,-0.0174466,-0.0340579,1,2.07784,0
1977,0.096344,-1.69045,-0.115593,0.4095,-0.0232083,0.00889065,0.024908,0.00463544,0.000444008,1,0.100987,1
1978,-0.0397559,-2.08637,0.456866,0.147217,0.0249617,0.00251863,-0.0130658,0.016311,-0.0264835,1,2.0044,0
1979,0.232995,-2.75013,0.564294,0.298313,0.00178968,-0.00889697,-0.023012,-0.00629468,0.0441571,1,1.46875,0
1980,0.235796,-2.63568,-0.0885131,0.0565701,-0.0143829,0.00291301,0.00689127,-0.0165583,0.0356573,1,3.47488,0
1981,-0.716955,-2.45558,-0.842773,6.70225,-0.00241388,0.000893861,-0.0315789,0.00676988,0.0431193,1,0.277918,1
1982,0.965001,-0.341121,0.84708,2.01465,-0.0197628,0.00831008,0.0492127,0.0132613,0.0498613,0,inf,0
1983,-0.707481,-1.60652,0.557903,8.45524,-0.0173746,0.00117564,-0.00611041,-0.0102954,0.040202,1,0.100981,1
1984,-0.665335,-1.86726,0.203548,0.123019,-0.00541718,0.00519315,0.0270665,-0.00651008,0.0204425,1,4.44151,0
1985,-1.43988,-2.85843,0.75985,0.811664,-0.00930724,8.50462e-05,0.0141063,-0.0132626,-0.0497722,1,2.69263,0
1986,-1.46207,-1.51334,-0.406364,4.26324,-0.00562286,0.000866035,0.0326738,-0.0167875,-0.0208818,0,inf,0
1987,0.656932,-1.88625,0.712934,1.44131,-0.00143668,-0.00616802,0.00242988,-0.0121311,0.0207968,1,0.100765,1
1988,-0.676994,-1.16588,-0.528678,0.623672,0.0229361,0.00630565,0.0419902,0.0107153,0.0395339,1,1.08353,0
1989,-0.501519,-1.60091,-0.507008,1.16025,-0.00506847,0.00470701,0.0218348,0.000829906,-0.0354665,1,0.721492,0
1990,-1.49206,-2.33664,0.422675,0.0170295,0.0197218,0.00409675,0.0234181,0.00412832,0.04351,1,inf,0
1991,0.360071,-1.44808,-0.988472,0.0766416,0.0112567,0.00141958,0.0165627,0.0108852,-0.024872,1,0.238119,1
1992,-1.2679,-2.46249,0.388954,0.0178386,0.018378,-0.00882163,0.00504411,-0.00963342,-0.00484718,1,inf,0
1993,-0.426569,-2.19627,0.0724113,0.0397507,-0.0195376,0.00260012,0.0177317,-0.00755049,-0.037897,1,7.70496,0
1994,0.920023,-0.842946,0.119163,0.548376,-0.0163126,0.00385746,-0.0235951,-0.0172539,-0.0105942,0,inf,0
1995,0.789639,-0.989598,0.998465,0.0138348,0.021816,-0.00206893,-0.0430953,0.00239737,-0.0382844,0,inf,0
