delta1,alpha2,kappa,B0,alpha1,alpha3,grid_shape,t_end,dt,scheme,bc,error,run_status,error_message,solver_exit_code,P_max,P_max_time,P_final,wall_time_s,C0,A,log10_A,P_valid
-0.8775510204081632,-2.6794871794871797,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.374e+00 predicts growth factor 1.83e+73 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.374e+00 predicts growth factor 1.83e+73 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8775510204081632,-2.6153846153846154,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.261e+00 predicts growth factor 1.26e+49 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.261e+00 predicts growth factor 1.26e+49 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8775510204081632,-2.551282051282051,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.794e+00 predicts growth factor 8.95e+38 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.794e+00 predicts growth factor 8.95e+38 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8775510204081632,-2.4871794871794872,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.406e+00 predicts growth factor 9.30e+73 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.406e+00 predicts growth factor 9.30e+73 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8775510204081632,-2.4230769230769234,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.093e+00 predicts growth factor 2.80e+45 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.093e+00 predicts growth factor 2.80e+45 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8775510204081632,-2.358974358974359,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.621e+00 predicts growth factor 1.55e+35 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.621e+00 predicts growth factor 1.55e+35 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8775510204081632,-2.2948717948717947,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.603e+00 predicts growth factor 3.39e+56 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.603e+00 predicts growth factor 3.39e+56 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8775510204081632,-2.230769230769231,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.702e+00 predicts growth factor 8.91e+36 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.702e+00 predicts growth factor 8.91e+36 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8775510204081632,-2.166666666666667,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.419e+00 predicts growth factor 1.79e+74 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.419e+00 predicts growth factor 1.79e+74 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8775510204081632,-2.1025641025641026,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.671e+00 predicts growth factor 1.90e+36 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.671e+00 predicts growth factor 1.90e+36 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8775510204081632,-2.0384615384615383,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.261e+00 predicts growth factor 6.51e+70 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.261e+00 predicts growth factor 6.51e+70 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8775510204081632,-1.9743589743589745,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.413e+00 predicts growth factor 4.93e+30 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.413e+00 predicts growth factor 4.93e+30 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8775510204081632,-1.9102564102564104,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.718e+00 predicts growth factor 2.00e+37 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.718e+00 predicts growth factor 2.00e+37 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8775510204081632,-1.8461538461538463,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.056e+00 predicts growth factor 4.42e+44 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.056e+00 predicts growth factor 4.42e+44 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8775510204081632,-1.7820512820512822,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.214e+00 predicts growth factor 2.27e+26 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.214e+00 predicts growth factor 2.27e+26 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8775510204081632,-1.717948717948718,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=5.389e-01 predicts growth factor 5.03e+11 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=5.389e-01 predicts growth factor 5.03e+11 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8775510204081632,-1.653846153846154,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.935e-01 predicts growth factor 3.50e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.935e-01 predicts growth factor 3.50e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8775510204081632,-1.5897435897435899,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.178e-01 predicts growth factor 1.18e+09 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.178e-01 predicts growth factor 1.18e+09 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8775510204081632,-1.5256410256410258,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.286e-01 predicts growth factor 2.03e+09 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.286e-01 predicts growth factor 2.03e+09 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8775510204081632,-1.4615384615384617,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.885e-01 predicts growth factor 2.74e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.885e-01 predicts growth factor 2.74e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8775510204081632,-1.3974358974358976,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.946e-01 predicts growth factor 3.69e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.946e-01 predicts growth factor 3.69e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8775510204081632,-1.3333333333333335,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.879e-01 predicts growth factor 2.65e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.879e-01 predicts growth factor 2.65e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8775510204081632,-1.2692307692307694,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.699e-01 predicts growth factor 1.08e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.699e-01 predicts growth factor 1.08e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8775510204081632,-1.2051282051282053,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,200.812629842186,50.0,200.812629842186,0.92,2.0081e+10,,,false
-0.8775510204081632,-1.1410256410256412,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,16.388391970877844,50.0,16.388391970877844,0.97,1.6388e+09,,,false
-0.8775510204081632,-1.076923076923077,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.4461592603834845,50.0,1.4461592603834845,0.94,1.4462e+08,,,false
-0.8775510204081632,-1.012820512820513,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,0.13624586246785123,50.0,0.13624586246785123,1.02,1.3625e+07,,,false
-0.8775510204081632,-0.9487179487179489,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,0.013567921656365127,50.0,0.013567921656365127,0.95,1.3568e+06,2.170872e+03,3.3366,true
-0.8775510204081632,-0.884615384615385,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,0.0014167438855607522,50.0,0.0014167438855607522,0.93,1.4167e+05,2.266795e+02,2.3554,true
-0.8775510204081632,-0.8205128205128207,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,0.00015410371818398036,50.0,0.00015410371818398036,1.22,1.5410e+04,2.465665e+01,1.3919,true
-0.8775510204081632,-0.7564102564102564,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.7368688622909465e-05,50.0,1.7368688622909465e-05,0.94,1.7369e+03,2.778996e+00,0.4439,true
-0.8775510204081632,-0.6923076923076925,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,2.019928191919415e-06,50.0,2.019928191919415e-06,0.95,2.0199e+02,3.231892e-01,-0.4905,true
-0.8775510204081632,-0.6282051282051286,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,2.417072359733108e-07,50.0,2.417072359733108e-07,1.02,2.4171e+01,3.867324e-02,-1.4126,true
-0.8775510204081632,-0.5641025641025643,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,2.9744494136149548e-08,50.0,2.9744494136149548e-08,0.98,2.9744e+00,4.759129e-03,-2.3225,true
-0.8775510204081632,-0.5,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,3.782615728472261e-09,50.0,3.782615728472261e-09,1.04,3.7826e-01,6.052198e-04,-3.2181,true
-0.8367346938775511,-3.0,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.284e+00 predicts growth factor 2.04e+71 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.284e+00 predicts growth factor 2.04e+71 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8367346938775511,-2.935897435897436,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.456e+00 predicts growth factor 2.11e+53 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.456e+00 predicts growth factor 2.11e+53 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8367346938775511,-2.871794871794872,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.025e+00 predicts growth factor 9.18e+43 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.025e+00 predicts growth factor 9.18e+43 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8367346938775511,-2.8076923076923075,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.963e+00 predicts growth factor 1.11e+86 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.963e+00 predicts growth factor 1.11e+86 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8367346938775511,-2.7435897435897436,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.547e+00 predicts growth factor 2.07e+55 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.547e+00 predicts growth factor 2.07e+55 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8367346938775511,-2.6794871794871797,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.996e+00 predicts growth factor 2.19e+43 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.996e+00 predicts growth factor 2.19e+43 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8367346938775511,-2.6153846153846154,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.391e+00 predicts growth factor 2.27e+95 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.391e+00 predicts growth factor 2.27e+95 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8367346938775511,-2.551282051282051,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.439e+00 predicts growth factor 9.32e+52 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.439e+00 predicts growth factor 9.32e+52 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8367346938775511,-2.4871794871794872,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.847e+00 predicts growth factor 1.29e+40 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.847e+00 predicts growth factor 1.29e+40 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8367346938775511,-2.4230769230769234,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.549e+00 predicts growth factor 1.14e+77 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.549e+00 predicts growth factor 1.14e+77 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8367346938775511,-2.358974358974359,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.060e+00 predicts growth factor 5.28e+44 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.060e+00 predicts growth factor 5.28e+44 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8367346938775511,-2.2948717948717947,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.572e+00 predicts growth factor 1.36e+34 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.572e+00 predicts growth factor 1.36e+34 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8367346938775511,-2.230769230769231,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.260e+00 predicts growth factor 1.20e+49 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.260e+00 predicts growth factor 1.20e+49 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8367346938775511,-2.166666666666667,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.546e+00 predicts growth factor 3.79e+33 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.546e+00 predicts growth factor 3.79e+33 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8367346938775511,-2.1025641025641026,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.204e+00 predicts growth factor 7.33e+47 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.204e+00 predicts growth factor 7.33e+47 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8367346938775511,-2.0384615384615383,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.390e+00 predicts growth factor 1.54e+30 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.390e+00 predicts growth factor 1.54e+30 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8367346938775511,-1.9743589743589745,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.679e+00 predicts growth factor 2.88e+36 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.679e+00 predicts growth factor 2.88e+36 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8367346938775511,-1.9102564102564104,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=2.364e+00 predicts growth factor 2.15e+51 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=2.364e+00 predicts growth factor 2.15e+51 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8367346938775511,-1.8461538461538463,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.917e+00 predicts growth factor 1.16e+85 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.917e+00 predicts growth factor 1.16e+85 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8367346938775511,-1.7820512820512822,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=1.353e+00 predicts growth factor 2.35e+29 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=1.353e+00 predicts growth factor 2.35e+29 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8367346938775511,-1.717948717948718,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=5.279e-01 predicts growth factor 2.91e+11 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=5.279e-01 predicts growth factor 2.91e+11 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8367346938775511,-1.653846153846154,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.798e-01 predicts growth factor 1.76e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.798e-01 predicts growth factor 1.76e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8367346938775511,-1.5897435897435899,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.035e-01 predicts growth factor 5.78e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.035e-01 predicts growth factor 5.78e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8367346938775511,-1.5256410256410258,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=4.137e-01 predicts growth factor 9.65e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=4.137e-01 predicts growth factor 9.65e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8367346938775511,-1.4615384615384617,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.727e-01 predicts growth factor 1.24e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.727e-01 predicts growth factor 1.24e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8367346938775511,-1.3974358974358976,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.778e-01 predicts growth factor 1.60e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.778e-01 predicts growth factor 1.60e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8367346938775511,-1.3333333333333335,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,"Simulation diverged at t=0: eigenvalue Re(λ)=3.700e-01 predicts growth factor 1.08e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",diverged,"Simulation diverged at t=0: eigenvalue Re(λ)=3.700e-01 predicts growth factor 1.08e+08 over Δt=50.0, exceeding threshold 1e+08. The system is physically unstable.",-1,,,,,,,,false
-0.8367346938775511,-1.2692307692307694,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,381.4600802924608,50.0,381.4600802924608,0.9,3.8146e+10,,,false
-0.8367346938775511,-1.2051282051282053,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,23.768494818718413,50.0,23.768494818718413,0.98,2.3768e+09,,,false
-0.8367346938775511,-1.1410256410256412,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,1.6323177886294542,50.0,1.6323177886294542,0.9,1.6323e+08,,,false
-0.8367346938775511,-1.076923076923077,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,0.12142974361179391,50.0,0.12142974361179391,0.93,1.2143e+07,,,false
-0.8367346938775511,-1.012820512820513,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,0.00965538368707457,50.0,0.00965538368707457,0.93,9.6554e+05,1.544865e+03,3.1889,true
-0.8367346938775511,-0.9487179487179489,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,0.0008120384833213062,50.0,0.0008120384833213062,0.97,8.1204e+04,1.299264e+02,2.1137,true
-0.8367346938775511,-0.884615384615385,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,7.163219276798579e-05,50.0,7.163219276798579e-05,0.94,7.1632e+03,1.146117e+01,1.0592,true
-0.8367346938775511,-0.8205128205128207,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,6.583916195851648e-06,50.0,6.583916195851648e-06,0.99,6.5839e+02,1.053429e+00,0.0226,true
-0.8367346938775511,-0.7564102564102564,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,6.274427972941758e-07,50.0,6.274427972941758e-07,1.72,6.2744e+01,1.003911e-01,-0.9983,true
-0.8367346938775511,-0.6923076923076925,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,6.184662391979213e-08,50.0,6.184662391979213e-08,1.07,6.1847e+00,9.895480e-03,-2.0046,true
-0.8367346938775511,-0.6282051282051286,1.0,0.0001,0.0,1.0,256,50.0,auto,auto,periodic,,success,,0,6.324249651149331e-09,50.0,6.324249651149331e-09,0.94,6.3242e-01,1.011882e-03,-2.9949,true
