alpha1,alpha2,alpha3,delta1,kappa,B0,grid_shape,t_end,dt,scheme,bc,error,run_status,error_message,solver_exit_code,P_max,P_max_time,P_final,wall_time_s
-0.1657376664033321,-2.0990594167433816,4.581050461571748,-0.2248129383924784,1.0,0.001,256,50.0,auto,auto,periodic,Simulation diverged at t=4.5: amplitude ratio 2.74e+08 exceeds threshold 1e+08. The system is physically unstable (linearized regime violated).,diverged,Simulation diverged at t=4.5: amplitude ratio 2.74e+08 exceeds threshold 1e+08. The system is physically unstable (linearized regime violated).,-1,,,,
-1.4980875781524632,-1.9521897988330916,0.5436807901723681,0.27168873287409245,1.0,0.001,256,50.0,auto,auto,periodic,Simulation diverged at t=2: amplitude ratio 8.84e+08 exceeds threshold 1e+08. The system is physically unstable (linearized regime violated).,diverged,Simulation diverged at t=2: amplitude ratio 8.84e+08 exceeds threshold 1e+08. The system is physically unstable (linearized regime violated).,-1,,,,
1.682075675154033,-1.8668066155924459,4.34351522191228,-0.18374759288166653,1.0,0.001,256,50.0,auto,auto,periodic,,success,,0,8.630306922927161e-05,34.0,4.886445105799227e-05,1.03
1.5389125593679363,-2.106902292458777,4.256936003777282,0.6731186353273555,1.0,0.001,256,50.0,auto,auto,periodic,,success,,0,1.8087767943597473e-07,41.5,8.007245370180549e-08,1.19
0.1850621448384655,-1.1984110584350258,2.519478773867896,-0.050783470192965696,1.0,0.001,256,50.0,auto,auto,periodic,,success,,0,0.0004872376921463418,50.0,0.0004872376921463418,1.11
0.6431879797778168,-1.447028332300997,0.3421011707878179,0.5516690537188786,1.0,0.001,256,50.0,auto,auto,periodic,,success,,0,1.2066925745863302e-07,40.0,1.0477156492657092e-07,1.02
-1.4164977099937568,-2.394028007652628,0.6212581370000554,0.7702950900757788,1.0,0.001,256,50.0,auto,auto,periodic,Simulation diverged at t=7.5: amplitude ratio 2.36e+08 exceeds threshold 1e+08. The system is physically unstable (linearized regime violated).,diverged,Simulation diverged at t=7.5: amplitude ratio 2.36e+08 exceeds threshold 1e+08. The system is physically unstable (linearized regime violated).,-1,,,,
0.42786515577609663,-2.9515781437708704,3.803985277532986,0.0936457945344682,1.0,0.001,256,50.0,auto,auto,periodic,Simulation diverged at t=0.5: amplitude ratio 4.44e+11 exceeds threshold 1e+08. The system is physically unstable (linearized regime violated).,diverged,Simulation diverged at t=0.5: amplitude ratio 4.44e+11 exceeds threshold 1e+08. The system is physically unstable (linearized regime violated).,-1,,,,
-1.073902437517377,-1.7867187224778391,0.7882011170269477,0.20541850628998026,1.0,0.001,256,50.0,auto,auto,periodic,Simulation diverged at t=2: amplitude ratio 2.04e+09 exceeds threshold 1e+08. The system is physically unstable (linearized regime violated).,diverged,Simulation diverged at t=2: amplitude ratio 2.04e+09 exceeds threshold 1e+08. The system is physically unstable (linearized regime violated).,-1,,,,
-0.08271428766899813,-0.05111790626910917,2.097224245857208,-0.3741550007621257,1.0,0.001,256,50.0,auto,auto,periodic,,success,,0,8.233242058536261e-07,38.0,6.141892051557808e-07,0.95
