anchor_id,delta1,chi,max_excess,stable
P5,0.0250,0.0000,0.100986,1
P5,0.0250,0.0050,0.100987,1
P5,0.0250,0.0100,0.100988,1
P5,0.0250,0.0150,0.10099,1
P5,0.0250,0.0180,0.100993,1
P5,0.0250,0.0200,0.100993,1
P5,0.0250,0.0230,0.100997,1
P5,0.0250,0.0240,inf,0
P5,0.0250,0.0250,inf,0
